uuid,title,body/value,field_framework,field_course,field_code,field_number
bi-BI_38146aa2,BI3: Control  CON §§ How do the games we play simulate randomness?,<p><strong>Control  CON §§ How do the games we play simulate randomness?</strong></p><p></p>,AP,Computer Science A,BI3,3
bi-BI_0bacbe49,BI1: Control  CON §§ How can you use different conditional statements to write a pick-your-own-path interactive story?,<p><strong>Control  CON §§ How can you use different conditional statements to write a pick-your-own-path interactive story?</strong></p><p></p>,AP,Computer Science A,BI1,1
bi-BI_6444d442,BI1: Control  CON §§ How does iteration improve programs and reduce the amount of program code necessary to complete a task?,<p><strong>Control  CON §§ How does iteration improve programs and reduce the amount of program code necessary to complete a task?</strong></p><p></p>,AP,Computer Science A,BI1,1
bi-BI_7049299f,BI1: Modularity  MOD §§ How can using a model of traffic patterns improve travel time?,<p><strong>Modularity  MOD §§ How can using a model of traffic patterns improve travel time?</strong></p><p></p>,AP,Computer Science A,BI1,1
bi-BI_0d3aa0b5,BI2: Variables  VAR §§ How can programs be written to protect your bank account balance from being inadvertently changed?,<p><strong>Variables  VAR §§ How can programs be written to protect your bank account balance from being inadvertently changed?</strong></p><p></p>,AP,Computer Science A,BI2,2
bi-BI_9f47446d,"BI3: Impact of Computing  IOC §§ What responsibility do programmers have for the consequences of programs they create, whether intentional or not?","<p><strong>Impact of Computing  IOC §§ What responsibility do programmers have for the consequences of programs they create, whether intentional or not?</strong></p><p></p>",AP,Computer Science A,BI3,3
bi-BI_116246a5,BI1: Variables  VAR §§ How can programs leverage volcano data to make predictions about the date of the next eruption?,<p><strong>Variables  VAR §§ How can programs leverage volcano data to make predictions about the date of the next eruption?</strong></p><p></p>,AP,Computer Science A,BI1,1
bi-BI_76b4a6c4,BI2: Control  CON §§ How can knowing standard algorithms be useful when solving new problems?,<p><strong>Control  CON §§ How can knowing standard algorithms be useful when solving new problems?</strong></p><p></p>,AP,Computer Science A,BI2,2
bi-BI_06f639b8,"BI1: Variables  VAR §§ Why is an ArrayList more appropriate for storing your music playlist, while an array might be more appropriate for storing your class schedule?","<p><strong>Variables  VAR §§ Why is an ArrayList more appropriate for storing your music playlist, while an array might be more appropriate for storing your class schedule?</strong></p><p></p>",AP,Computer Science A,BI1,1
bi-BI_c2100379,BI2: Control  CON §§ How can we use statement execution counts to choose appropriate algorithms?,<p><strong>Control  CON §§ How can we use statement execution counts to choose appropriate algorithms?</strong></p><p></p>,AP,Computer Science A,BI2,2
bi-BI_5a143ab2,"BI3: Impact of Computing  IOC §§ What personal data is currently being collected, and how?","<p><strong>Impact of Computing  IOC §§ What personal data is currently being collected, and how?</strong></p><p></p>",AP,Computer Science A,BI3,3
bi-BI_fe77b3eb,"BI1: Variables  VAR §§ Why might you want to use a 2D array to store the spaces on a game board or the pixels in a picture, rather than a 1D array or ArrayList?","<p><strong>Variables  VAR §§ Why might you want to use a 2D array to store the spaces on a game board or the pixels in a picture, rather than a 1D array or ArrayList?</strong></p><p></p>",AP,Computer Science A,BI1,1
bi-BI_d92e73fb,BI2: Control  CON §§ Why does the order in which elements are accessed in 2D array traversal matter in some situations?,<p><strong>Control  CON §§ Why does the order in which elements are accessed in 2D array traversal matter in some situations?</strong></p><p></p>,AP,Computer Science A,BI2,2
bi-BI_591dfd15,BI1: Modularity  MOD §§ How might the use of inheritance help in writing a program that simulates crops being grown in a virtual world?,<p><strong>Modularity  MOD §§ How might the use of inheritance help in writing a program that simulates crops being grown in a virtual world?</strong></p><p></p>,AP,Computer Science A,BI1,1
bi-BI_9cb50cab,BI1: Control  CON §§ What real-world processes do you follow that are recursive in nature?,<p><strong>Control  CON §§ What real-world processes do you follow that are recursive in nature?</strong></p><p></p>,AP,Computer Science A,BI1,1
bi-BI_3b199187,MKT: SCARCITY AND MARKETS,"<p><strong>SCARCITY AND MARKETS</strong></p><p>Limited resources and unlimited wants result in the need to make choices. In a market economy, the choices of buyers and sellers determine market prices and the allocation of scarce resources.</p>",AP,Microeconomics,MKT,1
bi-BI_d26fb297,BI2: COSTS,<p><strong>COSTS</strong></p><p>There are trade-offs associated with any decision. Making optimal decisions requires evaluating the additional costs and benefits of possible actions.</p>,AP,Microeconomics,BI2,2
bi-BI_db235f69,PRD: PRODUCTION CHOICES AND BEHAVIOR,"<p><strong>PRODUCTION CHOICES AND BEHAVIOR</strong></p><p>Firms seek to minimize costs and maximize profits, which influences their production decisions in the short run and long run.</p>",AP,Microeconomics,PRD,3
bi-BI_e4419dab,POL: MARKET INEFFICIENCY AND PUBLIC POLICY,"<p><strong>MARKET INEFFICIENCY AND PUBLIC POLICY</strong></p><p>Private markets can fail to allocate resources efficiently, and well-designed public policy can endeavor to promote greater efficiency and equity in the economy. Return to Table of Contents © 2022 College Board Course Framework V.1 | 17</p>",AP,Microeconomics,POL,4
bi-BI_2446853d,BI1: Scarcity and Markets MKT § How do individuals and economies confront the problem of scarcity?,<p><strong>Scarcity and Markets MKT § How do individuals and economies confront the problem of scarcity?</strong></p><p></p>,AP,Microeconomics,BI1,1
bi-BI_f8d167de,"BI2: Costs, Benefits, and Marginal","<p><strong>Costs, Benefits, and Marginal</strong></p><p></p>",AP,Microeconomics,BI2,2
bi-BI_0235fb1c,BI1: Scarcity and Markets  MKT,<p><strong>Scarcity and Markets  MKT</strong></p><p></p>,AP,Microeconomics,BI1,1
bi-BI_f8d167de,"BI2: Costs, Benefits, and Marginal","<p><strong>Costs, Benefits, and Marginal</strong></p><p></p>",AP,Microeconomics,BI2,2
bi-BI_0235fb1c,BI1: Scarcity and Markets  MKT,<p><strong>Scarcity and Markets  MKT</strong></p><p></p>,AP,Microeconomics,BI1,1
bi-BI_5c434636,BI4: Market Inefficiency and Public Policy  POL,<p><strong>Market Inefficiency and Public Policy  POL</strong></p><p></p>,AP,Microeconomics,BI4,4
bi-BI_74a3a6fc,"BI2: Costs, Benefits, and Marginal Analysis","<p><strong>Costs, Benefits, and Marginal Analysis</strong></p><p></p>",AP,Microeconomics,BI2,2
bi-BI_13cb2171,BI3: Production Choices and Behavior  PRD,<p><strong>Production Choices and Behavior  PRD</strong></p><p></p>,AP,Microeconomics,BI3,3
bi-BI_13cb2171,BI3: Production Choices and Behavior  PRD,<p><strong>Production Choices and Behavior  PRD</strong></p><p></p>,AP,Microeconomics,BI3,3
bi-BI_13cb2171,BI3: Production Choices and Behavior  PRD,<p><strong>Production Choices and Behavior  PRD</strong></p><p></p>,AP,Microeconomics,BI3,3
bi-BI_5c434636,BI4: Market Inefficiency and Public Policy  POL,<p><strong>Market Inefficiency and Public Policy  POL</strong></p><p></p>,AP,Microeconomics,BI4,4
bi-BI_ba576bfc,BI1: SCALE,"<p><strong>SCALE</strong></p><p>Quantities in chemistry are expressed at both the macroscopic and atomic scale. Explanations, predictions, and other forms of argumentation in chemistry require understanding the meaning of these quantities, and the relationship between quantities at the same scale and across scales.</p>",AP,Chemistry,BI1,1
bi-BI_833a978b,SAP: STRUCTURE AND PROPERTIES,<p><strong>STRUCTURE AND PROPERTIES</strong></p><p>Properties of substances observable at the macroscopic scale emerge from the structures of atoms and molecules and the interactions between them. Chemical reasoning moves in both directions across these scales. Properties are predicted from known aspects of the structures and</p>,AP,Chemistry,SAP,2
bi-BI_c5d34372,TRA: TRANSFORMATIONS,"<p><strong>TRANSFORMATIONS</strong></p><p>At its heart, chemistry is about the rearrangement of matter. Understanding the details of these transformations requires reasoning at many levels as one must quantify what is occurring both macroscopically and at the atomic level during the process. This reasoning can be as simple as monitoring</p>",AP,Chemistry,TRA,3
bi-BI_8038f9a3,ENE: ENERGY,"<p><strong>ENERGY</strong></p><p>Energy has two important roles in characterizing and controlling chemical systems. The first is accounting for the distribution of energy among the components of a system and the ways that heat exchanges, chemical reactions, and phase transitions redistribute this energy. The second is</p>",AP,Chemistry,ENE,4
bi-BI_f1cea0d2,"BI1: Scale, Proportion, and Quantity SPQ § Why are eggs sold as a dozen?","<p><strong>Scale, Proportion, and Quantity SPQ § Why are eggs sold as a dozen?</strong></p><p></p>",AP,Chemistry,BI1,1
bi-BI_86ea9714,BI2: Structure and Properties SAP § How can the same element be used in nuclear fuel rods and fake diamonds?,<p><strong>Structure and Properties SAP § How can the same element be used in nuclear fuel rods and fake diamonds?</strong></p><p></p>,AP,Chemistry,BI2,2
bi-BI_c17f4e79,"BI1: Scale, Proportion, and Quantity  SPQ","<p><strong>Scale, Proportion, and Quantity  SPQ</strong></p><p></p>",AP,Chemistry,BI1,1
bi-BI_2c44f5a4,BI2: Structure and Properties  SAP,<p><strong>Structure and Properties  SAP</strong></p><p></p>,AP,Chemistry,BI2,2
bi-BI_2c44f5a4,BI2: Structure and Properties  SAP,<p><strong>Structure and Properties  SAP</strong></p><p></p>,AP,Chemistry,BI2,2
bi-BI_c17f4e79,"BI1: Scale, Proportion, and Quantity  SPQ","<p><strong>Scale, Proportion, and Quantity  SPQ</strong></p><p></p>",AP,Chemistry,BI1,1
bi-BI_2c44f5a4,BI2: Structure and Properties  SAP,<p><strong>Structure and Properties  SAP</strong></p><p></p>,AP,Chemistry,BI2,2
bi-BI_c17f4e79,"BI1: Scale, Proportion, and Quantity  SPQ","<p><strong>Scale, Proportion, and Quantity  SPQ</strong></p><p></p>",AP,Chemistry,BI1,1
bi-BI_69385d22,BI3: Transformations  TRA,<p><strong>Transformations  TRA</strong></p><p></p>,AP,Chemistry,BI3,3
bi-BI_eb406fb5,BI3: Transformations,<p><strong>Transformations</strong></p><p></p>,AP,Chemistry,BI3,3
bi-BI_c9529f7b,BI4: ENE,<p><strong>ENE</strong></p><p></p>,AP,Chemistry,BI4,4
bi-BI_008ce6a4,BI4: Energy  ENE,<p><strong>Energy  ENE</strong></p><p></p>,AP,Chemistry,BI4,4
bi-BI_7d3208a9,"BI1: Scale, Proportion, and Quantity SPQ§","<p><strong>Scale, Proportion, and Quantity SPQ§</strong></p><p></p>",AP,Chemistry,BI1,1
bi-BI_9d28f56c,BI3: Transformation TRA§,<p><strong>Transformation TRA§</strong></p><p></p>,AP,Chemistry,BI3,3
bi-BI_c0ca1caf,BI2: Structure and Properties  SAP§,<p><strong>Structure and Properties  SAP§</strong></p><p></p>,AP,Chemistry,BI2,2
bi-BI_b40dd899,BI4: Energy ENE§,<p><strong>Energy ENE§</strong></p><p></p>,AP,Chemistry,BI4,4
bi-BI_c6662b30,ENG: ENERGY TRANSFER,"<p><strong>ENERGY TRANSFER</strong></p><p>Energy conversions underlie all ecological processes. Energy cannot be created; it must come from somewhere. As energy flows through systems, at each step, more of it becomes unusable.</p>",AP,Environmental Science,ENG,1
bi-BI_1f90ca2c,ERT: INTERACTIONS BETWEEN EARTH SYSTEMS,<p><strong>INTERACTIONS BETWEEN EARTH SYSTEMS</strong></p><p>The Earth is one interconnected system. Natural systems change over time and space. Biogeochemical systems vary in ability to recover from disturbances.</p>,AP,Environmental Science,ERT,2
bi-BI_aa65108b,BI3: INTERACTIONS BETWEEN DIFFERENT SPECIES,<p><strong>INTERACTIONS BETWEEN DIFFERENT SPECIES</strong></p><p>AND THE ENVIRONMENT (EIN) Humans alter natural systems and have had an impact on the environment for millions of years. Technology and population growth have enabled humans to increase both the rate and scale of their impact on the environment.</p>,AP,Environmental Science,BI3,3
bi-BI_d7850858,STB: SUSTAINABILITY,"<p><strong>SUSTAINABILITY</strong></p><p>Human survival depends on developing practices that will achieve sustainable systems. A suitable combination of conservation and development is required. The management of resources is essential. Understanding the role of cultural, social, and economic factors is vital to the development of solutions.</p>",AP,Environmental Science,STB,4
bi-BI_ad6fb478,BI1: Energy Transfer ENG § How does energy change forms?,<p><strong>Energy Transfer ENG § How does energy change forms?</strong></p><p></p>,AP,Environmental Science,BI1,1
bi-BI_a8ded769,BI2: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI2,2
bi-BI_75a18e9f,BI1: Energy Transfer  ENG,<p><strong>Energy Transfer  ENG</strong></p><p></p>,AP,Environmental Science,BI1,1
bi-BI_a8ded769,BI2: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI2,2
bi-BI_a8ded769,BI2: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI2,2
bi-BI_a8ded769,BI2: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI2,2
bi-BI_1e20dfb1,BI3: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI3,3
bi-BI_692ba771,BI1: Energy Transfer ENG,<p><strong>Energy Transfer ENG</strong></p><p></p>,AP,Environmental Science,BI1,1
bi-BI_a8ded769,BI2: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI2,2
bi-BI_1e20dfb1,BI3: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI3,3
bi-BI_eb1e2fec,BI4: Sustainability STB,<p><strong>Sustainability STB</strong></p><p></p>,AP,Environmental Science,BI4,4
bi-BI_2f1e049c,BI1: Energy Transfer  ENG §Bullet Why are fossil fuels the most widely used energy resources if they are nonrenewable?,<p><strong>Energy Transfer  ENG §Bullet Why are fossil fuels the most widely used energy resources if they are nonrenewable?</strong></p><p></p>,AP,Environmental Science,BI1,1
bi-BI_eb1e2fec,BI4: Sustainability STB,<p><strong>Sustainability STB</strong></p><p></p>,AP,Environmental Science,BI4,4
bi-BI_1e20dfb1,BI3: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI3,3
bi-BI_65fde3d0,BI4: Sustainability  STB,<p><strong>Sustainability  STB</strong></p><p></p>,AP,Environmental Science,BI4,4
bi-BI_1e20dfb1,BI3: Interactions Between,<p><strong>Interactions Between</strong></p><p></p>,AP,Environmental Science,BI3,3
bi-BI_2db2a573,BI2: Sustainability   STB §Bullet How can local human activities have a global impact?,<p><strong>Sustainability   STB §Bullet How can local human activities have a global impact?</strong></p><p></p>,AP,Environmental Science,BI2,2
bi-BI_433c9da4,VAR: VARIATION AND DISTRIBUTION,<p><strong>VARIATION AND DISTRIBUTION</strong></p><p>The distribution of measures for individuals within a sample or population describes variation. The value of a statistic varies from sample to sample. How can we determine whether differences between measures represent random variation or meaningful distinctions? Statistical methods based</p>,AP,Statistics,VAR,1
bi-BI_6ec08426,UNC: PATTERNS AND UNCERTAINTY,<p><strong>PATTERNS AND UNCERTAINTY</strong></p><p>Statistical tools allow us to represent and describe patterns in data and to classify departures from patterns. Simulation and probabilistic reasoning allow us to anticipate patterns in data and to determine the likelihood of errors in inference. continued on next page</p>,AP,Statistics,UNC,2
bi-BI_fcc633b7,BI3: DATA,<p><strong>DATA</strong></p><p>CONCLUSIONS (DAT) Data-based regression models describe relationships between variables and are a tool for making predictions for values of a response variable. Collecting data using random sampling or randomized experimental design</p>,AP,Statistics,BI3,3
bi-BI_65ff7edd,"BI1: Variation and Distribution VAR § Is my cat old, compared to other cats?","<p><strong>Variation and Distribution VAR § Is my cat old, compared to other cats?</strong></p><p></p>",AP,Statistics,BI1,1
bi-BI_1f5bc3a4,BI2: Patterns and Uncertainty UNC § How certain are we that what seems to be a pattern is not just a coincidence?,<p><strong>Patterns and Uncertainty UNC § How certain are we that what seems to be a pattern is not just a coincidence?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_359426bd,"BI1: Variation and Distribution  VAR §§ Is my cat old, compared to other cats?","<p><strong>Variation and Distribution  VAR §§ Is my cat old, compared to other cats?</strong></p><p></p>",AP,Statistics,BI1,1
bi-BI_a9f9551e,BI2: Patterns and Uncertainty  UNC §§ How certain are we that what seems to be a pattern is not just a coincidence?,<p><strong>Patterns and Uncertainty  UNC §§ How certain are we that what seems to be a pattern is not just a coincidence?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_6cef1e49,BI1: Variation and Distribution  VAR §§ Does the fact that the number of shark attacks increases with ice cream sales necessarily mean that ice cream sales cause shark attacks?,<p><strong>Variation and Distribution  VAR §§ Does the fact that the number of shark attacks increases with ice cream sales necessarily mean that ice cream sales cause shark attacks?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_e6bf2115,BI2: Patterns and Uncertainty  UNC §§ How might you represent incomes of individuals with and without a college degree to help describe similarities and/or differences between the two groups?,<p><strong>Patterns and Uncertainty  UNC §§ How might you represent incomes of individuals with and without a college degree to help describe similarities and/or differences between the two groups?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_bbeb4230,BI3: Data-Based,<p><strong>Data-Based</strong></p><p></p>,AP,Statistics,BI3,3
bi-BI_557074e1,BI1: Variation and Distribution  VAR §§ What do our data tell us?,<p><strong>Variation and Distribution  VAR §§ What do our data tell us?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_bbeb4230,BI3: Data-Based,<p><strong>Data-Based</strong></p><p></p>,AP,Statistics,BI3,3
bi-BI_0b4c9894,BI1: Variation and Distribution  VAR §§ How can an event be both random and predictable?,<p><strong>Variation and Distribution  VAR §§ How can an event be both random and predictable?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_0d516391,BI2: Patterns and Uncertainty  UNC §§ About how many rolls of a fair six-sided die would we anticipate it taking to get three 1s?,<p><strong>Patterns and Uncertainty  UNC §§ About how many rolls of a fair six-sided die would we anticipate it taking to get three 1s?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_97481f04,BI1: Variation and Distribution  VAR §§ How likely is it to get a value this large just by chance?,<p><strong>Variation and Distribution  VAR §§ How likely is it to get a value this large just by chance?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_46385a6b,BI2: Patterns and Uncertainty  UNC §§ How can we anticipate patterns in the values of a statistic from one sample to another?,<p><strong>Patterns and Uncertainty  UNC §§ How can we anticipate patterns in the values of a statistic from one sample to another?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_8a42b110,BI1: Variation and Distribution  VAR §§ When can we use a normal distribution to perform inference calculations involving population proportions?,<p><strong>Variation and Distribution  VAR §§ When can we use a normal distribution to perform inference calculations involving population proportions?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_2d752d0d,BI2: Patterns and Uncertainty  UNC §§ How can we narrow the width of a confidence interval?,<p><strong>Patterns and Uncertainty  UNC §§ How can we narrow the width of a confidence interval?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_bbeb4230,BI3: Data-Based,<p><strong>Data-Based</strong></p><p></p>,AP,Statistics,BI3,3
bi-BI_7748cefc,BI1: Variation and Distribution  VAR §§ How do we know whether to use a t-test or a z-test for inference with means?,<p><strong>Variation and Distribution  VAR §§ How do we know whether to use a t-test or a z-test for inference with means?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_a202018b,BI2: Patterns and Uncertainty  UNC §§ How can we make sure that samples are independent?,<p><strong>Patterns and Uncertainty  UNC §§ How can we make sure that samples are independent?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_bbeb4230,BI3: Data-Based,<p><strong>Data-Based</strong></p><p></p>,AP,Statistics,BI3,3
bi-BI_6637f33c,BI1: Variation and Distribution  VAR §§ How does increasing the degrees of freedom influence the shape of the chi-square distribution?,<p><strong>Variation and Distribution  VAR §§ How does increasing the degrees of freedom influence the shape of the chi-square distribution?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_bbeb4230,BI3: Data-Based,<p><strong>Data-Based</strong></p><p></p>,AP,Statistics,BI3,3
bi-BI_14cc6d5c,BI1: Variation and Distribution  VAR §§ How can there be variability in slope if the slope statistic is uniquely determined for a line of best fit?,<p><strong>Variation and Distribution  VAR §§ How can there be variability in slope if the slope statistic is uniquely determined for a line of best fit?</strong></p><p></p>,AP,Statistics,BI1,1
bi-BI_882cfd5f,BI2: Patterns and Uncertainty  UNC §§ When is it appropriate to perform inference about the slope of a population regression line based on sample data?,<p><strong>Patterns and Uncertainty  UNC §§ When is it appropriate to perform inference about the slope of a population regression line based on sample data?</strong></p><p></p>,AP,Statistics,BI2,2
bi-BI_fc670e62,"BI3: Data-Based Predictions,","<p><strong>Data-Based Predictions,</strong></p><p></p>",AP,Statistics,BI3,3
bi-BI_ef5ad8ee,CON: CONSTITUTIONALISM,<p><strong>CONSTITUTIONALISM</strong></p><p>The U.S. Constitution establishes a system of checks and balances among branches of government and allocates power between federal and state governments. This system is based on the rule of law and the balance between majority rule and minority rights.</p>,AP,Us Government And Politics,CON,1
bi-BI_584e0591,LOR: LIBERTY AND ORDER,<p><strong>LIBERTY AND ORDER</strong></p><p>Governmental laws and policies balancing order and liberty are based on the U.S. Constitution and have been interpreted differently over time.</p>,AP,Us Government And Politics,LOR,2
bi-BI_41ce5871,BI3: CIVIC PARTICIPATION IN A REPRESENTATIVE,"<p><strong>CIVIC PARTICIPATION IN A REPRESENTATIVE</strong></p><p>DEMOCRACY (PRD) Popular sovereignty, individualism, and republicanism are important considerations of U.S. laws and policy making and assume citizens will engage and participate. continued on next page</p>",AP,Us Government And Politics,BI3,3
bi-BI_6186b27f,BI4: COMPETING POLICY,<p><strong>COMPETING POLICY</strong></p><p>Multiple actors and institutions interact to produce and implement possible policies.</p>,AP,Us Government And Politics,BI4,4
bi-BI_0c981632,MPA: METHODS OF POLITICAL ANALYSIS,"<p><strong>METHODS OF POLITICAL ANALYSIS</strong></p><p>Using various types of analyses, political scientists measure how U.S. political behavior, attitudes, ideologies, and institutions are shaped by a number of factors over time. UNITS The course content is organized into commonly</p>",AP,Us Government And Politics,MPA,5
bi-BI_f46230d8,BI1: Constitutionalism CON § Why are there debates about the balance of power between the federal and state governments?,<p><strong>Constitutionalism CON § Why are there debates about the balance of power between the federal and state governments?</strong></p><p></p>,AP,Us Government And Politics,BI1,1
bi-BI_f54b3cba,BI2: Liberty and Order LOR § Is the Bill of Rights necessary? Why or why not?,<p><strong>Liberty and Order LOR § Is the Bill of Rights necessary? Why or why not?</strong></p><p></p>,AP,Us Government And Politics,BI2,2
bi-BI_c3653cc6,BI4: Competing,<p><strong>Competing</strong></p><p></p>,AP,Us Government And Politics,BI4,4
bi-BI_46f73ede,BI1: Constitutionalism  CON§,<p><strong>Constitutionalism  CON§</strong></p><p></p>,AP,Us Government And Politics,BI1,1
bi-BI_3059d167,BI2: Liberty and Order LOR§,<p><strong>Liberty and Order LOR§</strong></p><p></p>,AP,Us Government And Politics,BI2,2
bi-BI_c3653cc6,BI4: Competing,<p><strong>Competing</strong></p><p></p>,AP,Us Government And Politics,BI4,4
bi-BI_c72c1cb3,BI1: Constitutionalism CON,<p><strong>Constitutionalism CON</strong></p><p></p>,AP,Us Government And Politics,BI1,1
bi-BI_c7146440,BI4: Competing Policy-,<p><strong>Competing Policy-</strong></p><p></p>,AP,Us Government And Politics,BI4,4
bi-BI_c72c1cb3,BI1: Constitutionalism CON,<p><strong>Constitutionalism CON</strong></p><p></p>,AP,Us Government And Politics,BI1,1
bi-BI_264e15cb,BI3: Civic Participation in a Representative,<p><strong>Civic Participation in a Representative</strong></p><p></p>,AP,Us Government And Politics,BI3,3
bi-BI_c3653cc6,BI4: Competing,<p><strong>Competing</strong></p><p></p>,AP,Us Government And Politics,BI4,4
bi-BI_264e15cb,BI3: Civic Participation in a Representative,<p><strong>Civic Participation in a Representative</strong></p><p></p>,AP,Us Government And Politics,BI3,3
bi-BI_c3653cc6,BI4: Competing,<p><strong>Competing</strong></p><p></p>,AP,Us Government And Politics,BI4,4
bi-BI_b8c47ace,BI5: Methods of Political,<p><strong>Methods of Political</strong></p><p></p>,AP,Us Government And Politics,BI5,5
bi-BI_01f5c44e,PIT: PITCH,"<p><strong>PITCH</strong></p><p>Specific frequencies of sound, known as pitches, are basic units of music. Pitches that are deliberately sequenced through time create melodies, and groups of pitches presented successively or simultaneously form chords. Within an established musical style, chords relate to one another in the</p>",AP,Music Theory,PIT,1
bi-BI_4e50061d,RHY: RHYTHM,"<p><strong>RHYTHM</strong></p><p>Music exists in the dimension of time, where long and short sounds and silences can be combined in myriad ways. This temporal aspect, called rhythm, is often governed by a layered structure of interrelated pulses known as meter. Rhythms are typically grouped into distinctive rhythmic</p>",AP,Music Theory,RHY,2
bi-BI_692630f2,FOR: FORM,"<p><strong>FORM</strong></p><p>Music exhibits a structural aspect known as form, in which a musical composition is organized in a hierarchy of constituent parts. The specific ways these parts are related, contrasted, and/or developed produce the unique profile of an individual composition. Specific formal types and</p>",AP,Music Theory,FOR,3
bi-BI_732c320e,DES: MUSICAL DESIGN,"<p><strong>MUSICAL DESIGN</strong></p><p>Texture, timbre, and expression contribute to the overall design and character of a piece of music or musical performance. The texture of a musical passage arises from the way its layers are produced and distributed, and how they interact to form the totality of sound. Timbre</p>",AP,Music Theory,DES,4
bi-BI_3522168c,BI1: Pitch,<p><strong>Pitch</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_3d9f6cf6,BI2: Rhythm RHY § How is the duration of sounds and silences described in music?,<p><strong>Rhythm RHY § How is the duration of sounds and silences described in music?</strong></p><p></p>,AP,Music Theory,BI2,2
bi-BI_5dafa67d,BI4: Musical Design DES § How does music offer opportunities for individual interpretation?,<p><strong>Musical Design DES § How does music offer opportunities for individual interpretation?</strong></p><p></p>,AP,Music Theory,BI4,4
bi-BI_3522168c,BI1: Pitch,<p><strong>Pitch</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_b0857654,BI2: Rhythm  RHY §§ How is the duration of sounds and silences described in music?,<p><strong>Rhythm  RHY §§ How is the duration of sounds and silences described in music?</strong></p><p></p>,AP,Music Theory,BI2,2
bi-BI_d0330062,BI4: Musical Design  DES §§ How does music offer opportunities for individual interpretation?,<p><strong>Musical Design  DES §§ How does music offer opportunities for individual interpretation?</strong></p><p></p>,AP,Music Theory,BI4,4
bi-BI_3522168c,BI1: Pitch,<p><strong>Pitch</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_0df10e36,BI2: Rhythm  RHY §§ How are irregularities in beat groupings produced and described?,<p><strong>Rhythm  RHY §§ How are irregularities in beat groupings produced and described?</strong></p><p></p>,AP,Music Theory,BI2,2
bi-BI_44cb3208,BI4: Musical Design  DES §§ How does the manner of production,<p><strong>Musical Design  DES §§ How does the manner of production</strong></p><p></p>,AP,Music Theory,BI4,4
bi-BI_3522168c,BI1: Pitch,<p><strong>Pitch</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_3522168c,BI1: Pitch,<p><strong>Pitch</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_b3031fab,BI2: Rhythm  RHY §§ What kinds of rhythmic profiles are featured in 18th-century chorales?,<p><strong>Rhythm  RHY §§ What kinds of rhythmic profiles are featured in 18th-century chorales?</strong></p><p></p>,AP,Music Theory,BI2,2
bi-BI_9e0ef436,BI3: Form  FOR §§ How do cadences delineate the structure of a musical composition?,<p><strong>Form  FOR §§ How do cadences delineate the structure of a musical composition?</strong></p><p></p>,AP,Music Theory,BI3,3
bi-BI_cd2f3133,BI4: Musical Design  DES §§ What is the effect of interacting voices in a musical passage?,<p><strong>Musical Design  DES §§ What is the effect of interacting voices in a musical passage?</strong></p><p></p>,AP,Music Theory,BI4,4
bi-BI_4a77a042,BI1: Pitch §§ How do 18th-century voice-leading conventions and procedures regulate interactions of four voices in harmony?,<p><strong>Pitch §§ How do 18th-century voice-leading conventions and procedures regulate interactions of four voices in harmony?</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_7c810fb2,BI1: Pitch §§ How can nonchord tones create linear flow and interest within a harmony?,<p><strong>Pitch §§ How can nonchord tones create linear flow and interest within a harmony?</strong></p><p></p>,AP,Music Theory,BI1,1
bi-BI_6a4836ad,BI2: Rhythm §§ How are melodic and rhythmic procedures used to affect the structures and sound qualities of music?,<p><strong>Rhythm §§ How are melodic and rhythmic procedures used to affect the structures and sound qualities of music?</strong></p><p></p>,AP,Music Theory,BI2,2
