code,text,framework,subject,anchor_standard,eu_references,eq_references
VA:Pr4.1.PKa,VA:Pr4.1.Ka VA:Pr4.1.1a VA:Pr4.1.2a VA:Pr4.1.3a VA:Pr4.1.4a VA:Pr4.1.5a VA:Pr4.1.6a VA:Pr4.1.7a VA:Pr4.1.8a VA:Pr4.1.Ia VA:Pr4.1.IIa VA:Pr4.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_be2075d3,EQ_2ef55cd6
VA:Pr5.1.PKa,VA:Pr5.1.Ka VA:Pr5.1.1a VA:Pr5.1.2a VA:Pr5.1.3a VA:Pr5.1.4a VA:Pr5.1.5a VA:Pr5.1.6a VA:Pr5.1.7a VA:Pr5.1.8a VA:Pr5.1.Ia VA:Pr5.1.IIa VA:Pr5.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_c30e15d9,EQ_2ef55cd6
VA:Pr6.1.PKa,VA:Pr6.1.Ka VA:Pr6.1.1a VA:Pr6.1.2a VA:Pr6.1.3a VA:Pr6.1.4a VA:Pr6.1.5a VA:Pr6.1.6a VA:Pr6.1.7a VA:Pr6.1.8a VA:Pr6.1.Ia VA:Pr6.1.IIa VA:Pr6.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_e0ff74ec,EQ_ff1755fa
VA:Re.7.1.Pka,"VA:Re.7.1.Ka VA:Re.7.1.1a VA:Re.7.1.2a VA:Re.7.1.3a VA:Re.7.1.4a VA:Re.7.1.5a VA:Re.7.1.6a VA:Re.7.1.7a VA:Re.7.1.8a VA:Re.7.1.Ia VA:Re.7.1.IIa VA:Re.7.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Recognize art in one’s environment. | Identify uses of art within one’s personal environment. | Select and describe works of art that illustrate daily life experiences of one’s self and others. | Perceive and describe aesthetic characteristics of one’s natural world and constructed environments. | Speculate about processes an artist uses to create a work of art. | Compare responses to a work of art before and after working in similar media. | Compare one's own interpretation of a work of art with the interpretation of others. | Identify and interpret works of art or design that reveal how people live around the world and what they value. | Explain how the method of display, the location, and the experience of an artwork influence how it is perceived and valued. | Explain how a person’s aesthetic choices are influenced by culture and environment and impact the visual image that one conveys to others. | Hypothesize ways in which art influences perception and understanding of human experiences. | Recognize and describe personal aesthetic and empathetic responses to the natural world and constructed environments. | Analyze how responses to art develop over time based on knowledge of and experience with art and life. |",NCAS,Visual Arts - new copyright info,10,EU_daa7e25c,EQ_2ef55cd6
VA:Re.7.2.Pka,"VA:Re.7.2.Ka VA:Re.7.2.1a VA:Re.7.2.2a VA:Re.7.2.3a VA:Re.7.2.4a VA:Re.7.2.5a VA:Re.7.2.6a VA:Re.7.2.7a VA:Re.7.2.8a VA:Re.7.2.Ia VA:Re.7.2.IIa VA:Re.7.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Distinguish between images and real objects. | Describe what an image represents. | Compare images that represent the same subject. | Categorize images based on expressive properties. | Determine messages communicated by an image. | Analyze components in visual imagery that convey messages. | Identify and analyze cultural associations suggested by visual imagery. | Analyze ways that visual components and cultural associations suggested by images influence ideas, emotions, and actions. | Analyze multiple ways that images influence specific audiences. | Compare and contrast contexts and media in which viewers encounter images that influence ideas, emotions, and actions. | Analyze how one’s understanding of the world is affected by experiencing visual imagery. | Evaluate the effectiveness of an image or images to influence ideas, feelings, and behaviors of specific audiences. | Determine the commonalities within a group of artists or visual images attributed to a particular type of art, timeframe, or culture. |",NCAS,Visual Arts - new copyright info,10,EU_daa7e25c,EQ_b9368074
VA:Re8.1.Pka,VA:Re8.1.Ka VA:Re8.1.1a VA:Re8.1.2a VA:Re8.1.3a VA:Re8.1.4a VA:Re8.1.5a VA:Re8.1.6a VA:Re8.1.7a VA:Re8.1.8a VA:Re8.1.Ia VA:Re8.1.IIa VA:Re8.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_26b4a42f,EQ_2ef55cd6
VA:Re9.1.Pka,VA:Re9.1.Ka VA:Re9.1.1a VA:Re9.1.2a VA:Re9.1.3a VA:Re9.1.4a VA:Re9.1.5a VA:Re9.1.6a VA:Re9.1.7a VA:Re9.1.8a VA:Re9.1.Ia VA:Re9.1.IIa VA:Re9.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_11789c33,EQ_2ef55cd6
VA:Cn10.1.Pka,VA:Cn10.1.Ka VA:Cn10.1.1a VA:Cn10.1.2a VA:Cn10.1.3a VA:Cn10.1.4a VA:Cn10.1.5a VA:Cn10.1.6a VA:Cn10.1.7a VA:Cn10.1.8a VA:Cn10.1.Ia VA:Cn10.1.IIa VA:Cn10.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_668cf790,EQ_2ef55cd6
MU:Cr1.1.E.5a,Compose and improvise melodic and rhythmic ideas or motives that reflect characteristic(s) of music or text(s) studied in rehearsal.,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.E.8a,Compose and improvise ideas for melodie s  and rhythmic passages  based on characteristic(s) of music or text(s) studied in rehearsal.,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.E.Ia,"Compose and improvise ideas for melodies, rhythmic passages, and arrangements",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.E.IIa,"Compose and improvise ideas for arrangements, sections , and short compositions",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.E.IIIa,Compose and improvise musical ideas for a variety of purposes  and contexts .,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.5a,Select and develop draft melodic and rhythmic ideas or motives that demonstrate,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.8a,Select and develop draft melodies and rhythmic passages  that demonstrate,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.Ia,"Select and develop draft melodies, rhythmic passages, and arrangements  for specific purposes that demonstrate understanding of",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.IIa,"Select and develop arrangements, sections , and short compositions  for specific purposes that demonstrate understanding of",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.IIIa,Select and develop composed and,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.5b,Preserve draft compositions and improvisations through standard notation and audio recording.,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.8b,Preserve draft compositions and improvisations through standard notation and audio recording.,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.Ib,Preserve draft compositions and improvisations through standard notation and audio recording.,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.IIb,"Preserve draft compositions and improvisations through standard notation, audio, or video  recording.",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.E.IIIb,"Preserve draft musical works through standard notation, audio, or video recording.",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.E.5a,"Evaluate and refine draft compositions and improvisations based on knowledge, skill, and teacher-provided criteria.",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.E.8a,"Evaluate and refine draft compositions and improvisations based on knowledge, skill, and collaboratively-developed criteria .",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.E.Ia,"Evaluate and refine draft melodies, rhythmic passages, arrangements ,  and improvisations based on established  criteria ,",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.E.IIa,Evaluate and refine draft,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.E.IIIa,"Evaluate and refine varied draft musical works  based on appropriate  criteria,",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.E.5a,Share personally-developed melodic,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.E.8a,Share personally-developed,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.E.Ia,"Share personally-developed melodies, rhythmic passages, and arrangements  – individually or as an ensemble – that address identified purposes .",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.E.IIa,Share personally-developed,NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.E.IIIa,"Share varied, personally-developed musical works  – individually or as an ensemble – that address identified purposes and contexts .",NCAS,Music Traditional and Emerging Ensembles,1,EU_0f78795c,EQ_ee165909
MU:Pr4.1.E.5a,"Select varied repertoire to study based on interest, music reading skills (where",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.E.8a,Select a varied repertoire to study,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.E.Ia,Explain the criteria  used to  select a varied repertoire to study based on an understanding of theoretical and structural,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.E.IIa,Develop and apply criteria to select,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.E.IIIa,"Develop and apply criteria to select varied programs  to study and perform based on an understanding of theoretical and structural characteristics and expressive challenges in the music, the technical skill of the individual or ensemble, and the purpose and context of the performance.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.E.5a,"Demonstrate, using music reading skills where appropriate, how knowledge of formal aspects in musical works inform prepared or improvised performances.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.E.8a,"Demonstrate, using music reading skills where appropriate,  how the setting and",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.E.Ia,"Demonstrate, using music reading skills where appropriate, how compositional devices  employed and theoretica l and structural aspects of musical works impact and inform prepared or improvised performances.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.E.IIa,"Document and demonstrate,  using music reading skills where appropriate, how compositional devices employed and theoretical",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.E.IIIa,"Examine, evaluate, and critique, using music reading skills where appropriate, how the structure and context impact and inform prepared and improvised performances.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.E.5a,Identify expressive qualities in a,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.E.8a,Demonstrate understanding and application of expressive qualities  in a varied repertoire of music through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.E.Ia,Demonstrate an understanding of context  in a varied repertoire of music through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.E.IIa,"Demonstrate how understanding the style , genre , and context of a varied repertoire of music influences prepared and improvised performances as well as performers’ technical skill  to connect with the audience.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.E.IIIa,Demonstrate how understanding,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.E.5a,Use self-reflection and peer feedback to refine individual and ensemble performances of a varied repertoire of music.,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.E.8a,Develop strategies to address,NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.E.Ia,"Develop strategies to address expressive challenges in a varied repertoire of music, and evaluate their success using feedback from ensemble peers and other sources to refine performances.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.E.IIa,"Develop and apply appropriate rehearsal strategies to address individual and ensemble  challenges in a varied repertoire of music, and evaluate their success.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.E.IIIa,"Develop, apply, and refine appropriate rehearsal strategies to address individual and ensemble challenges in a varied repertoire of music.",NCAS,Music Traditional and Emerging Ensembles,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.E.5a,Demonstrate attention to technical accuracy and expressive qualities in prepared and improvised performances of a varied repertoire of music.,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.8a,Demonstrate attention to technical accuracy and expressive qualities in prepared and improvised performances of a varied repertoire of music representing diverse cultures  and styles .,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.Ia,"Demonstrate attention to technical accuracy and expressive qualities in prepared and improvised performances of a varied repertoire of music representing diverse cultures, styles, and genres .",NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.IIa,Demonstrate mastery of the technical demands and an understanding  of expressive qualities of the music in prepared and improvised performances of a varied repertoire,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.IIIa,Demonstrate an understanding and mastery of  the technical demands and expressive qualities of the music through prepared and improvised performances of a varied repertoire,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.5b,Demonstrate an awareness of the context of the music  through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.8b,Demonstrate an understanding of the context of the music through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.Ib,Demonstrate an understanding of expressive intent  by connecting with an audience through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.IIb,Demonstrate an understanding of intent as a means for connecting with an audience through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Pr6.1.E.IIIb,Demonstrate an ability to connect with audience members before and during the process of engaging with and responding to them through prepared and improvised performances.,NCAS,Music Traditional and Emerging Ensembles,5,EU_468f5650,EQ_bc8ca276
MU:Re7.1.E.5a,"Identify reasons for selecting music based on characteristics found in the music, connection to interest, and purpose or context.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.1.E.8a,"Explain  reasons for selecting music citing  characteristics found in the music and connections to interest, purpose, and context.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.1.E.Ia,"Apply criteria  to select music for specified purposes , supporting choices by citing characteristics found in the music and connections to interest, purpose, and context.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.1.E.IIa,"Apply criteria to select music for a variety of purposes , justifying choices citing knowledge of the music and the specified purpose and context.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.1.E.IIIa,Use research and personally developed criteria  to justify choices  made when,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.2.E.5a,Identify how knowledge of context,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.2.E.8a,Describe how understanding context and the way the elements of music  are manipulated inform the response to music.,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.2.E.Ia,Explain  how the analysis  of passages and understanding the way the elements of music are manipulated inform the response to music.,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.2.E.IIa,Explain how the analysis of structures  and contexts  inform the response to music.,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re7.2.E.IIIa,"Demonstrate and justify  how the analysis of structures, contexts, and performance decisions inform the response to music.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re8.1.E.5a,"Identify interpretations of the expressive intent and meaning of musical works, referring to the elements of music, contexts, and (when appropriate) the setting of the text.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re8.1.E.8a,"Identify and support interpretations of the expressive intent and meaning of musical works, citing as evidence  the",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re8.1.E.Ia,"Explain  and support interpretations of  the expressive intent and meaning of musical works, citing as evidence the treatment of the elements of music, contexts, (when appropriate) the setting of the text, and personal  research.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re8.1.E.IIa,Support interpretations of the expressive intent and meaning of musical works,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re8.1.E.IIIa,"Justify  interpretations of the expressive intent and meaning of musical works by comparing and synthesizing  varied researched sources, including reference to other art forms .",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re9.1.E.5a,Identify and describe the effect of,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re9.1.E.8a,Explain  the influence  of,NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re9.1.E.Ia,"Evaluate works and performances based on personally-  or collaboratively developed criteria , including analysis of the structure and context.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re9.1.E.IIa,"Evaluate works and performances based on research  as well as personally- and collaboratively-developed criteria, including analysis and interpretation  of the structure and context.",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Re9.1.E.IIIa,"Develop and justify  evaluations of music, programs  of music, and performances based on criteria, personal decision-making, research, and understanding of contexts .",NCAS,Music Traditional and Emerging Ensembles,6,EU_c8b229dd,EQ_97e907d2
MU:Cn10.0.E.IIIa,"Demonstrate how interests, knowledge, and skills relate to personal choices and intent when creating, performing, and responding to music.",NCAS,Music Traditional and Emerging Ensembles,8,EU_53be1685,EQ_b1f4a4b6
MU:Cn11.0.E.IIIa,"Demonstrate understanding of relationships between music and the other arts, other disciplines, varied contexts, and daily life.",NCAS,Music Traditional and Emerging Ensembles,8,EU_53be1685,EQ_b1f4a4b6
MU:Cn10.0.E.5a,MU:Cn10.0.E.8a MU:Cn10.0.E.Ia MU:Cn10.0.E.IIa MU:Cn10.0.E.IIIa |  |  |  |  |,NCAS,Music Traditional and Emerging Ensembles,11,EU_26f8a7a6,EQ_b88e3f2f
MU:Cn11.0.E.5a,"MU:Cn11.0.E.8a MU:Cn11.0.E.Ia MU:Cn11.0.E.IIa MU:Cn11.0.E.IIIa |  |  |  |  | | Demonstrate understanding of relationships between music and the other arts, other",NCAS,Music Traditional and Emerging Ensembles,11,EU_d9768810,EQ_b88e3f2f
MU:Cr1.1.C.Ia,"Describe how sounds and short musical ideas can be used to represent personal experiences, moods, visual images, and/or storylines.",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.C.IIa,Describe and demonstrate  how sounds and musical ideas can be used to represent,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.C.IIIa,Describe and demonstrate multiple ways in which  sounds and musical ideas can be used to represent extended sonic experiences  or abstract ideas .,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.C.Ia,Assemble and organize sounds or,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.C.IIa,Assemble and organize multiple,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.C.IIIa,Assemble and organize multiple,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.C.Ib,"Identify and describe the development of sounds or short musical ideas in drafts of music within simple forms (such as one part, cyclical, or binary).",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.C.IIb,"Describe and explain the development of sounds and musical ideas in drafts of music within a variety of simple or moderately complex forms  (such as binary, rondo , or ternary ) .",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.C.IIIb,Analyze and demonstrate the development of sounds and extended musical ideas,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.C.Ia,"Identify, describe, and apply teacher provided criteria to assess and refine the technical",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.C.IIa,"Identify, describe, and apply selected teacher-provided or personally-developed criteria to assess and refine the technical and expressive",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.C.IIIa,"Research, identify, explain , and apply personally-developed criteria to assess and refine the technical and expressive aspects of evolving drafts leading to final versions.",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.C.Ia,"Share music through the use of notation, performance, or technology, and demonstrate how the elements of music have been employed to realize expressive intent.",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.C.IIa,Share music through the use of,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.C.IIIa,Share music through the use of,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.C.Ib,"Describe the given context and performance medium for presenting personal works, and how they impact the final composition and presentation.",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.C.IIb,Describe the selected contexts  and performance mediums for presenting personal,NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.C.IIIb,"Describe a variety of possible contexts  and mediums for presenting personal works, and explain and compare how each could impact the success of  the final composition and presentation.",NCAS,Music Theory and Composition Strand,1,EU_0f78795c,EQ_ee165909
MU:Pr4.1.C.Ia,"Identify and select specific excerpts,",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.1.C.IIa,"Identify and select specific passages, sections, or movements in musical works  that",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.1.C.IIIa,"Identify and select specific sections, movements, or entire works that express personal experiences and interests, moods, visual images,",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.2.C.Ia,Analyze how the elements of music,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.2.C.IIa,"Analyze how the elements of music (including form) of  selected works relate to the style, function , and context , and explain the implications for rehearsal and performance.",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.2.C.IIIa,Analyze how the elements of music,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.3.C.Ia,"Develop interpretations of works based on an understanding of the use of elements of music, style, and mood, explaining how the",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.3.C.IIa,"Develop interpretations of works based on an understanding of the use of elements of music, style, mood, function , and context , explaining and supporting  how the interpretive choices reflect the creators’ intent.",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr4.3.C.IIIa,"Develop interpretations of works based on an understanding of the use of elements of music (including  form ) , compositional",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.Ia,"Create rehearsal plans for works,",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.IIa,"Create rehearsal plans for works,",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.IIIa,"Create rehearsal plans for works,",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.Ib,Using established criteria and,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.IIb,"Using established criteria and feedback, identify the ways in which performances convey the formal design , style, and historical/cultural context  of the works.",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.IIIb,"Using established criteria and feedback, identify the ways in which performances use compositional techniques  and convey the",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.Ic,Identify and implement strategies for improving the technical and expressive aspects of multiple works.,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.IIc,Identify and implement strategies for improving the technical and expressive aspects of varied  works.,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr5.1.C.IIIc,"Identify, compare , and implement strategies for improving the technical and",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr6.1.C.Ia,"Share live or recorded performances of works (both personal and others’), and explain how the elements of music are used to convey intent.",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr6.1.C.IIa,Share live or recorded,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr6.1.C.IIIa,Share live or recorded,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr6.1.C.Ib,"Identify how compositions are appropriate for an audience or context, and how this will shape future compositions.",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr6.1.C.IIb,"Explain  how compositions are appropriate for both  audience and  context, and how this will shape future compositions.",NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Pr6.1.C.IIIb,Explain how compositions are,NCAS,Music Theory and Composition Strand,3,EU_5360eb28,EQ_255e8fae
MU:Re7.1.C.Ia,Apply teacher-provided criteria to,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re7.1.C.IIa,Apply teacher-provided or,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re7.1.C.IIIa,Apply researched or personally developed criteria to select music that expresses,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re7.2.C.Ia,"Analyze aurally the elements of music (including form) of musical works, relating them to style, mood, and context, and describe how the analysis provides models for personal growth as composer, performer, and/or listener.",NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re7.2.C.IIa,"Analyze aurally and/or by reading the scores of musical works the elements of music (including  form ) , compositional techniques  and procedures , relating them to style, mood, and context; and explain  how the analysis provides models for personal growth as composer, performer, and/or listener.",NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
