uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
c3-d2-his-4-3-5,D2.His.4.3-5,basic_html,<p>Explain why individuals and groups during the same historical period differed in their perspectives.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.4.3-5,TRUE
c3-d2-his-5-3-5,D2.His.5.3-5,basic_html,<p>Explain connections among historical contexts and people’s perspectives at the time.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.5.3-5,TRUE
c3-d2-his-6-3-5,D2.His.6.3-5,basic_html,<p>Describe how people’s perspectives shaped the historical sources they created.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.6.3-5,TRUE
c3-d2-his-9-3-5,D2.His.9.3-5,basic_html,<p>Summarize how different kinds of historical sources are used to explain events in the past.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.9.3-5,TRUE
c3-d2-his-10-3-5,D2.His.10.3-5,basic_html,<p>Compare information provided by different historical sources about the past.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.10.3-5,TRUE
c3-d2-his-11-3-5,D2.His.11.3-5,basic_html,<p>Infer the intended audience and purpose of a historical source from information within the source itself.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.11.3-5,TRUE
c3-d2-his-12-3-5,D2.His.12.3-5,basic_html,<p>Generate questions about multiple historical sources and their relationships to particular historical events and developments.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.12.3-5,TRUE
c3-d2-his-13-3-5,D2.His.13.3-5,basic_html,"<p>Use information about a historical source, including the maker, date, place of origin, intended audience, and purpose to judge the extent to which the source is useful for studying a particular topic.</p>",14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.13.3-5,TRUE
c3-d2-his-14-3-5,D2.His.14.3-5,basic_html,<p>Explain probable causes and effects of events and developments.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.14.3-5,TRUE
c3-d2-his-16-3-5,D2.His.16.3-5,basic_html,<p>Use evidence to develop a claim about the past.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.16.3-5,TRUE
c3-d2-his-17-3-5,D2.His.17.3-5,basic_html,<p>Summarize the central claim in a secondary work of history.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.17.3-5,TRUE
c3-d2-his-1-6-8,D2.His.1.6-8,basic_html,<p>Analyze connections among events and developments in broader historical contexts.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.1.6-8,TRUE
c3-d2-his-2-6-8,D2.His.2.6-8,basic_html,<p>Classify series of historical events and developments as examples of change and/or continuity.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.2.6-8,TRUE
c3-d2-his-3-6-8,D2.His.3.6-8,basic_html,"<p>Use questions generated about individuals and groups to analyze why they, and the developments they shaped, are seen as historically significant.</p>",14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.3.6-8,TRUE
c3-d2-his-4-6-8,D2.His.4.6-8,basic_html,<p>Analyze multiple factors that influenced the perspectives of people during different historical eras.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.4.6-8,TRUE
c3-d2-his-5-6-8,D2.His.5.6-8,basic_html,<p>Explain how and why perspectives of people have changed over time.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.5.6-8,TRUE
c3-d2-his-6-6-8,D2.His.6.6-8,basic_html,<p>Analyze how people’s perspectives influenced what information is available in the historical sources they created.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.6.6-8,TRUE
c3-d2-his-9-6-8,D2.His.9.6-8,basic_html,<p>Classify the kinds of historical sources used in a secondary interpretation.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.9.6-8,TRUE
c3-d2-his-10-6-8,D2.His.10.6-8,basic_html,<p>Detect possible limitations in the historical record based on evidence collected from different kinds of historical sources.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.10.6-8,TRUE
c3-d2-his-11-6-8,D2.His.11.6-8,basic_html,"<p>Use other historical sources to infer a plausible maker, date, place of origin, and intended audience for historical sources where this information is not easily identified.</p>",14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.11.6-8,TRUE
c3-d2-his-12-6-8,D2.His.12.6-8,basic_html,<p>Use questions generated about multiple historical sources to identify further areas of inquiry and additional sources.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.12.6-8,TRUE
c3-d2-his-13-6-8,D2.His.13.6-8,basic_html,"<p>Evaluate the relevancy and utility of a historical source based on information such as maker, date, place of origin, intended audience, and purpose.</p>",14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.13.6-8,TRUE
c3-d2-his-14-6-8,D2.His.14.6-8,basic_html,<p>Explain multiple causes and effects of events and developments in the past.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.14.6-8,TRUE
c3-d2-his-15-6-8,D2.His.15.6-8,basic_html,<p>Evaluate the relative influence of various causes of events and developments in the past.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.15.6-8,TRUE
c3-d2-his-16-6-8,D2.His.16.6-8,basic_html,<p>Organize applicable evidence into a coherent argument about the past.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.16.6-8,TRUE
c3-d2-his-17-6-8,D2.His.17.6-8,basic_html,<p>Compare the central arguments in secondary works of history on related topics in multiple media.</p>,14785,52034,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 6-8,D2.His.17.6-8,TRUE
c3-d2-his-1-9-12,D2.His.1.9-12,basic_html,<p>Evaluate how historical events and developments were shaped by unique circumstances of time and place as well as broader historical contexts.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.1.9-12,TRUE
c3-d2-his-2-9-12,D2.His.2.9-12,basic_html,<p>Analyze change and continuity in historical eras.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.2.9-12,TRUE
c3-d2-his-3-9-12,D2.His.3.9-12,basic_html,<p>Use questions generated about individuals and groups to assess how the significance of their actions changes over time and is shaped by the historical context.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.3.9-12,TRUE
c3-d2-his-4-9-12,D2.His.4.9-12,basic_html,<p>Analyze complex and interacting factors that influenced the perspectives of people during different historical eras. Begins in grades 3–5</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.4.9-12,TRUE
c3-d2-his-5-9-12,D2.His.5.9-12,basic_html,<p>Analyze how historical contexts shaped and continue to shape people’s perspectives.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.5.9-12,TRUE
c3-d2-his-6-9-12,D2.His.6.9-12,basic_html,<p>Analyze the ways in which the perspectives of those writing history shaped the history that they produced. Begins in grades 9–12 Begins in grades 9–12 Begins in grades 9–12</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.6.9-12,TRUE
c3-d2-his-7-9-12,D2.His.7.9-12,basic_html,<p>Explain how the perspectives of people in the present shape interpretations of the past. Begins in grades 9–12 Begins in grades 9–12 Begins in grades 9–12</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.7.9-12,TRUE
c3-d2-his-8-9-12,D2.His.8.9-12,basic_html,<p>Analyze how current interpretations of the past are limited by the extent to which available historical sources represent perspectives of people at the time.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.8.9-12,TRUE
c3-d2-his-9-9-12,D2.His.9.9-12,basic_html,<p>Analyze the relationship between historical sources and the secondary interpretations made from them.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.9.9-12,TRUE
c3-d2-his-10-9-12,D2.His.10.9-12,basic_html,<p>Detect possible limitations in various kinds of historical evidence and differing secondary interpretations.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.10.9-12,TRUE
c3-d2-his-11-9-12,D2.His.11.9-12,basic_html,"<p>Critique the usefulness of historical sources for a specific historical inquiry based on their maker, date, place of origin, intended audience, and purpose.</p>",14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.11.9-12,TRUE
c3-d2-his-12-9-12,D2.His.12.9-12,basic_html,<p>Use questions generated about multiple historical sources to pursue further inquiry and investigate additional sources. Begins at grade 3–5</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.12.9-12,TRUE
c3-d2-his-13-9-12,D2.His.13.9-12,basic_html,<p>Critique the appropriateness of the historical sources used in a secondary interpretation.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.13.9-12,TRUE
c3-d2-his-14-9-12,D2.His.14.9-12,basic_html,<p>Analyze multiple and complex causes and effects of events in the past. Begins in grades 6–8 Begins in grades 6–8</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.14.9-12,TRUE
c3-d2-his-15-9-12,D2.His.15.9-12,basic_html,<p>Distinguish between long-term causes and triggering events in developing a historical argument.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.15.9-12,TRUE
c3-d2-his-16-9-12,D2.His.16.9-12,basic_html,<p>Integrate evidence from multiple relevant historical sources and interpretations into a reasoned argument about the past. Begins in grades 3–5</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.16.9-12,TRUE
c3-d2-his-17-9-12,D2.His.17.9-12,basic_html,<p>Critique the central arguments in secondary works of history on related topics in multiple media in terms of their historical accuracy.</p>,14785,52035,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 9-12,D2.His.17.9-12,TRUE
c3-d3-1-k-2,D3.1.K-2,basic_html,<p>Gather relevant information from one or two sources while using the origin and structure to guide the selection.</p>,14785,52037,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades K-2,D3.1.K-2,TRUE
c3-d3-2-k-2,D3.2.K-2,basic_html,<p>Evaluate a source by distinguishing between fact and opinion.</p>,14785,52037,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades K-2,D3.2.K-2,TRUE
c3-d3-1-3-5,D3.1.3-5,basic_html,"<p>Gather relevant information from multiple sources while using the origin, structure, and context to guide the selection.</p>",14785,52038,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 3-5,D3.1.3-5,TRUE
c3-d3-2-3-5,D3.2.3-5,basic_html,<p>Use distinctions among fact and opinion to determine the credibility of multiple sources.</p>,14785,52038,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 3-5,D3.2.3-5,TRUE
c3-d3-3-3-5,D3.3.3-5,basic_html,<p>Identify evidence that draws information from multiple sources in response to compelling questions.</p>,14785,52038,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 3-5,D3.3.3-5,TRUE
c3-d3-1-6-8,D3.1.6-8,basic_html,"<p>Gather relevant information from multiple sources while using the origin, authority, structure, context, and corroborative value of the sources to guide the selection.</p>",14785,52039,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 6-8,D3.1.6-8,TRUE
c3-d3-2-6-8,D3.2.6-8,basic_html,<p>Evaluate the credibility of a source by determining its relevance and intended use.</p>,14785,52039,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 6-8,D3.2.6-8,TRUE
c3-d3-3-6-8,D3.3.6-8,basic_html,"<p>Identify evidence that draws information from multiple sources to support claims, noting evidentiary limitations.</p>",14785,52039,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 6-8,D3.3.6-8,TRUE
c3-d3-1-9-12,D3.1.9-12,basic_html,"<p>Gather relevant information from multiple sources representing a wide range of views while using the origin, authority, structure, context, and corroborative value of the sources to guide the selection.</p>",14785,52040,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 9-12,D3.1.9-12,TRUE
c3-d3-2-9-12,D3.2.9-12,basic_html,<p>Evaluate the credibility of a source by examining how experts value the source.</p>,14785,52040,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 9-12,D3.2.9-12,TRUE
c3-d3-3-9-12,D3.3.9-12,basic_html,<p>Identify evidence that draws information directly and substantively from multiple sources to detect inconsistencies in evidence in order to revise or strengthen claims. Begins in grades 3–5</p>,14785,52040,16470,Dimension 3: Evaluating Sources & Using Evidence,Gathering and Evaluating Sources,Grades 9-12,D3.3.9-12,TRUE
c3-d3-4-3-5,D3.4.3-5,basic_html,<p>Use evidence to develop claims in response to compelling questions.</p>,14785,52042,16470,Dimension 3: Evaluating Sources & Using Evidence,Developing Claims and Using Evidence,Grades 3-5,D3.4.3-5,TRUE
c3-d3-4-6-8,D3.4.6-8,basic_html,<p>Develop claims and counterclaims while pointing out the strengths and limitations of both.</p>,14785,52043,16470,Dimension 3: Evaluating Sources & Using Evidence,Developing Claims and Using Evidence,Grades 6-8,D3.4.6-8,TRUE
c3-d3-4-9-12,D3.4.9-12,basic_html,"<p>Refine claims and counterclaims attending to precision, significance, and knowledge conveyed through the claim while pointing out the strengths and limitations of both.</p>",14785,52044,16470,Dimension 3: Evaluating Sources & Using Evidence,Developing Claims and Using Evidence,Grades 9-12,D3.4.9-12,TRUE
c3-d4-1-k-2,D4.1.K-2,basic_html,<p>Construct an argument with reasons.</p>,14785,52046,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades K-2,D4.1.K-2,TRUE
c3-d4-2-k-2,D4.2.K-2,basic_html,<p>Construct explanations using correct sequence and relevant information.</p>,14785,52046,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades K-2,D4.2.K-2,TRUE
c3-d4-3-k-2,D4.3.K-2,basic_html,"<p>Present a summary of an argument using print, oral, and digital technologies.</p>",14785,52046,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades K-2,D4.3.K-2,TRUE
c3-d4-4-k-2,D4.4.K-2,basic_html,<p>Ask and answer questions about arguments.</p>,14785,52046,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades K-2,D4.4.K-2,TRUE
c3-d4-5-k-2,D4.5.K-2,basic_html,<p>Ask and answer questions about explanations.</p>,14785,52046,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades K-2,D4.5.K-2,TRUE
c3-d4-1-3-5,D4.1.3-5,basic_html,<p>Construct arguments using claims and evidence from multiple sources.</p>,14785,52047,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 3-5,D4.1.3-5,TRUE
c3-d4-2-3-5,D4.2.3-5,basic_html,"<p>Construct explanations using reasoning, correct sequence, examples, and details with relevant information and data.</p>",14785,52047,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 3-5,D4.2.3-5,TRUE
c3-d4-3-3-5,D4.3.3-5,basic_html,"<p>Present a summary of arguments and explanations to others outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, and reports) and digital technologies (e.g., Internet, social media, and digital documentary).</p>",14785,52047,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 3-5,D4.3.3-5,TRUE
c3-d4-4-3-5,D4.4.3-5,basic_html,<p>Critique arguments.</p>,14785,52047,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 3-5,D4.4.3-5,TRUE
c3-d4-5-3-5,D4.5.3-5,basic_html,<p>Critique explanations.</p>,14785,52047,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 3-5,D4.5.3-5,TRUE
c3-d4-1-6-8,D4.1.6-8,basic_html,"<p>Construct arguments using claims and evidence from multiple sources, while acknowledging the strengths and limitations of the arguments.</p>",14785,52048,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 6-8,D4.1.6-8,TRUE
c3-d4-2-6-8,D4.2.6-8,basic_html,"<p>Construct explanations using reasoning, correct sequence, examples, and details with relevant information and data, while acknowledging the strengths and weaknesses of the explanations.</p>",14785,52048,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 6-8,D4.2.6-8,TRUE
c3-d4-3-6-8,D4.3.6-8,basic_html,"<p>Present adaptations of arguments and explanations on topics of interest to others to reach audiences and venues outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).</p>",14785,52048,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 6-8,D4.3.6-8,TRUE
c3-d4-4-6-8,D4.4.6-8,basic_html,<p>Critique arguments for credibility.</p>,14785,52048,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 6-8,D4.4.6-8,TRUE
c3-d4-5-6-8,D4.5.6-8,basic_html,<p>Critique the structure of explanations.</p>,14785,52048,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 6-8,D4.5.6-8,TRUE
c3-d4-1-9-12,D4.1.9-12,basic_html,"<p>Construct arguments using precise and knowledgeable claims, with evidence from multiple sources, while acknowledging counterclaims and evidentiary weaknesses.</p>",14785,52049,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 9-12,D4.1.9-12,TRUE
c3-d4-2-9-12,D4.2.9-12,basic_html,"<p>Construct explanations using sound reasoning, correct sequence (linear or non-linear), examples, and details with significant and pertinent information and data, while acknowledging the strengths and weaknesses of the explanation given its purpose (e.g., cause and effect, chronological, procedural, technical).</p>",14785,52049,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 9-12,D4.2.9-12,TRUE
c3-d4-3-9-12,D4.3.9-12,basic_html,"<p>Present adaptations of arguments and explanations that feature evocative ideas and perspectives on issues and topics to reach a range of audiences and venues outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).</p>",14785,52049,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 9-12,D4.3.9-12,TRUE
c3-d4-4-9-12,D4.4.9-12,basic_html,<p>Critique the use of claims and evidence in arguments for credibility.</p>,14785,52049,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 9-12,D4.4.9-12,TRUE
c3-d4-5-9-12,D4.5.9-12,basic_html,"<p>Critique the use of the reasoning, sequencing, and supporting details of explanations. The inquiry process, as described in the C3 for students to critique their work as well as the work of others. Critiquing conclusions requires an examination of sources, consideration of how evidence is being used to support claims, and an appraisal of the structure and form of arguments and explanations. The critiquing of arguments and explanations deepens students’ understanding of concepts and tools in the disciplines, and helps students strengthen their conclusions. While the two indicators for critiquing conclusions appear in Dimension 4, students should begin the process of critiquing their emerging conclusions early in the inquiry process, and continue that process even after communicating conclusions. Indicators of Dimension 4-Critiquing Conclusions are detailed in the suggested K-12 Pathway for College, Career, and Civic Readiness in Table 29.</p>",14785,52049,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Communicating and Critiquing Conclusions,Grades 9-12,D4.5.9-12,TRUE
c3-d4-6-k-2,D4.6.K-2,basic_html,"<p>Identify and explain a range of local, regional, and global problems, and some ways in which people are trying to address these problems.</p>",14785,52051,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades K-2,D4.6.K-2,TRUE
c3-d4-7-k-2,D4.7.K-2,basic_html,"<p>Identify ways to take action to help address local, regional, and global problems.</p>",14785,52051,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades K-2,D4.7.K-2,TRUE
c3-d4-8-k-2,D4.8.K-2,basic_html,"<p>Use listening, consensus-building, and voting procedures to decide on and take action in their classrooms.</p>",14785,52051,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades K-2,D4.8.K-2,TRUE
c3-d4-6-3-5,D4.6.3-5,basic_html,"<p>Draw on disciplinary concepts to explain the challenges people have faced and opportunities they have created, in addressing local, regional, and global problems at various times and places.</p>",14785,52052,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 3-5,D4.6.3-5,TRUE
c3-d4-7-3-5,D4.7.3-5,basic_html,"<p>Explain different strategies and approaches students and others could take in working alone and together to address local, regional, and global problems, and predict possible results of their actions.</p>",14785,52052,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 3-5,D4.7.3-5,TRUE
c3-d4-8-3-5,D4.8.3-5,basic_html,<p>Use a range of deliberative and democratic procedures to make decisions about and act on civic problems in their classrooms and schools.</p>,14785,52052,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 3-5,D4.8.3-5,TRUE
c3-d4-6-6-8,D4.6.6-8,basic_html,"<p>Draw on multiple disciplinary lenses to analyze how a specific problem can manifest itself at local, regional, and global levels over time, identifying its characteristics and causes, and the challenges and opportunities faced by those trying to address the problem.</p>",14785,52053,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 6-8,D4.6.6-8,TRUE
c3-d4-7-6-8,D4.7.6-8,basic_html,"<p>Assess their individual and collective capacities to take action to address local, regional, and global problems, taking into account a range of possible levers of power, strategies, and potential outcomes.</p>",14785,52053,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 6-8,D4.7.6-8,TRUE
c3-d4-8-6-8,D4.8.6-8,basic_html,"<p>Apply a range of deliberative and democratic procedures to make decisions and take action in their classrooms and schools, and in out-of-school civic contexts.</p>",14785,52053,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 6-8,D4.8.6-8,TRUE
c3-d4-6-9-12,D4.6.9-12,basic_html,"<p>Use disciplinary and interdisciplinary lenses to understand the characteristics and causes of local, regional, and global problems; instances of such problems in multiple contexts; and challenges and opportunities faced by those trying to address these problems over time and place.</p>",14785,52054,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 9-12,D4.6.9-12,TRUE
c3-d4-7-9-12,D4.7.9-12,basic_html,"<p>Assess options for individual and collective action to address local, regional, and global problems by engaging in self-reflection, strategy identification, and complex causal reasoning.</p>",14785,52054,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 9-12,D4.7.9-12,TRUE
c3-d4-8-9-12,D4.8.9-12,basic_html,"<p>Apply a range of deliberative and democratic strategies and procedures to make decisions and take action in their classrooms, schools, and out-of-school civic contexts.</p>",14785,52054,16470,Dimension 4: Communicating Conclusions & Taking Informed Action,Taking Informed Action,Grades 9-12,D4.8.9-12,TRUE
c3-d2-psy-1-9-12,D2.Psy.1.9-12,basic_html,<p>Demonstrate a basic understanding of the scientific methods that are at the core of psychology. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.1.9-12,TRUE
c3-d2-psy-2-9-12,D2.Psy.2.9-12,basic_html,"<p>Investigate human behavior from biological, cognitive, behavioral, and sociocultural perspectives. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.2.9-12,TRUE
c3-d2-psy-3-9-12,D2.Psy.3.9-12,basic_html,"<p>Discuss theories, methodologies, and empirical findings necessary to plan, conduct, and especially interpret research results. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.3.9-12,TRUE
c3-d2-psy-4-9-12,D2.Psy.4.9-12,basic_html,<p>Adhere to and consider the impact of American Psychological Association and federal guidelines for the ethical treatment of human and nonhuman research participants. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.4.9-12,TRUE
c3-d2-psy-5-9-12,D2.Psy.5.9-12,basic_html,<p>Explain how the validity and reliability of observations and measurements relate to data analysis. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.5.9-12,TRUE
c3-d2-psy-6-9-12,D2.Psy.6.9-12,basic_html,<p>Collect and analyze data designed to answer a psychological question using basic descriptive and inferential statistics. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.6.9-12,TRUE
c3-d2-psy-7-9-12,D2.Psy.7.9-12,basic_html,"<p>Explore multicultural and global perspectives that recognize how diversity is important to explaining human behavior. Influences on Thought and Behavior There is no simple answer to the question, “What determines or constrains human behavior?” Psychologists have long considered the extent to which human behavior is malleable and the degree to which it varies between people and populations. Psychologists examine genetic predispositions to behavioral patterns, but human behavior is also influenced by the environment. Research has shown that biological, psychological, and sociocultural factors play important roles in shaping the way we see and react to the world around us. College, Career, and Civic ready students: •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.7.9-12,TRUE
c3-d2-psy-8-9-12,D2.Psy.8.9-12,basic_html,"<p>Explain the complexities of human thought and behavior, as well as the factors related to the individual differences among people. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.8.9-12,TRUE
c3-d2-psy-9-9-12,D2.Psy.9.9-12,basic_html,"<p>Describe biological, psychological, and sociocultural factors that influence individuals’ cognition, perception, and behavior. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.9.9-12,TRUE
c3-d2-psy-10-9-12,D2.Psy.10.9-12,basic_html,"<p>Explain the interaction of biology and experience (i.e., nature and nurture) and its influence on behavior. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.10.9-12,TRUE
