uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,field_dci,status
ngss-ms-ps3-3,MS-PS3-3,basic_html,"<p>Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer.*  [Clarification Statement:  Examples of devices could include an insulated box, a solar cooker, and a Styrofoam cup.] [Assessment Boundary:  Assessment does not include calculating the total amount of thermal energy transferred.]</p>
<p><strong>Clarification Statement:</strong> Examples of experiments could include comparing final water temperatures after different masses of ice melted in the same volume of water with the same initial temperature, the temperature change of samples of different materials with the same mass as they cool or heat in the environment, or the same material with different masses when a specific amount of energy is added. [Assessment Boundary:  Assessment does not include calculating the total amount of thermal energy transferred. MS-PS3-5. Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object.    Examples of empirical evidence used in arguments could include an inventory or other representation of the energy before and after the transfer in the form of temperature changes or motion of object. [Assessment Boundary: Assessment does not include calculations of energy. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53068,16470,Middle School,Energy,PS3: Energy,MS-PS3-3,PS3,TRUE
ngss-ms-ps3-4,MS-PS3-4,basic_html,"<p>Plan an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample.</p>
<p><strong>Clarification Statement:</strong> Examples of experiments could include comparing final water temperatures after different masses of ice melted in the same volume of water with the same initial temperature, the temperature change of samples of different materials with the same mass as they cool or heat in the environment, or the same material with different masses when a specific amount of energy is added. [Assessment Boundary:  Assessment does not include calculating the total amount of thermal energy transferred. MS-PS3-5. Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object.    Examples of empirical evidence used in arguments could include an inventory or other representation of the energy before and after the transfer in the form of temperature changes or motion of object. [Assessment Boundary: Assessment does not include calculations of energy. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53068,16470,Middle School,Energy,PS3: Energy,MS-PS3-4,PS3,TRUE
ngss-ms-ps3-5,MS-PS3-5,basic_html,"<p>Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object.  [Clarification Statement:  Examples of empirical evidence used in arguments could include an inventory or other representation of the energy before and after the transfer in the form of temperature changes or motion of object.] [Assessment Boundary: Assessment does not include calculations of energy.]</p>",14784,53068,16470,Middle School,Energy,PS3: Energy,MS-PS3-5,PS3,TRUE
ngss-ms-ps4-1,MS-PS4-1,basic_html,<p>Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.  [Clarification Statement:  Emphasis is on describing waves with both qualitative and quantitative thinking.] [Assessment Boundary:  Assessment does not include electromagnetic waves and is limited to standard repeating waves.]</p>,14784,53070,16470,Middle School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,MS-PS4-1,PS4,TRUE
ngss-ms-ps4-2,MS-PS4-2,basic_html,"<p>Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials.  [Clarification Statement:  Emphasis is on both light and mechanical waves. Examples of models could include drawings, simulations, and written descriptions.] [Assessment Boundary:  Assessment is limited to qualitative applications pertaining to light and mechanical waves.]</p>",14784,53070,16470,Middle School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,MS-PS4-2,PS4,TRUE
ngss-ms-ps4-3,MS-PS4-3,basic_html,"<p>Integrate qualitative scientific and technical information to support the claim that digitized signals are a more reliable way to encode and transmit information than analog signals. [Clarification Statement:  Emphasis is on a basic understanding that waves can be used for communication purposes. Examples could include using fiber optic cable to transmit light pulses, radio wave pulses in wifi devices, and conversion of stored binary patterns to make sound or text on a computer screen.] [Assessment Boundary:  Assessment does not include binary counting. Assessment does not include the specific mechanism of any given device.]</p>",14784,53070,16470,Middle School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,MS-PS4-3,PS4,TRUE
ngss-ms-ls1-1,MS-LS1-1,basic_html,"<p>Conduct an investigation to provide evidence that living things are made of cells; either one cell or many different numbers and types of cells.  [Clarification Statement:  Emphasis is on developing evidence that living things are made of cells, distinguishing between living and non-living things, and understanding that living things may be made of one cell or many and varied cells.]</p>",14784,53072,16470,Middle School,"Structure, Function, and Information Processing",LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-1,LS1,TRUE
ngss-ms-ls1-2,MS-LS1-2,basic_html,"<p>Develop and use a model to describe the function of a cell as a whole and ways the parts of cells contribute to the function.  [Clarification Statement:  Emphasis is on the cell functioning as a whole system and the primary role of identified parts of the cell, specifically the nucleus, chloroplasts, mitochondria, cell membrane, and cell wall.] [Assessment Boundary:  Assessment of organelle structure/function relationships is limited to the cell wall and cell membrane. Assessment of the function of the other organelles is limited to their relationship to the whole cell. Assessment does not include the biochemical function of cells or cell parts.]</p>",14784,53072,16470,Middle School,"Structure, Function, and Information Processing",LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-2,LS1,TRUE
ngss-ms-ls1-3,MS-LS1-3,basic_html,"<p>Use argument supported by evidence for how the body is a system of interacting subsystems composed of groups of cells.  [Clarification Statement:  Emphasis is on the conceptual understanding that cells form tissues and tissues form organs specialized for particular body functions. Examples could include the interaction of subsystems within a system and the normal functioning of those systems.] [Assessment Boundary:  Assessment does not include the mechanism of one body system independent of others. Assessment is limited to the circulatory, excretory, digestive, respiratory, muscular, and nervous systems.]</p>",14784,53072,16470,Middle School,"Structure, Function, and Information Processing",LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-3,LS1,TRUE
ngss-ms-ls1-8,MS-LS1-8,basic_html,<p>Gather and synthesize information that sensory receptors respond to stimuli by sending messages to the brain for immediate behavior or storage as memories.  [Assessment Boundary:  Assessment does not include mechanisms for the transmission of this information.]</p>,14784,53072,16470,Middle School,"Structure, Function, and Information Processing",LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-8,LS1,TRUE
ngss-ms-ls1-6,MS-LS1-6,basic_html,"<p>Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.  [Clarification Statement:  Emphasis is on tracing movement of matter and flow of energy.]</p>
<p><strong>Assessment Boundary:</strong> Assessment does not include the biochemical mechanisms of photosynthesis. MS-LS1-7. Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.  [Clarification Statement:  Emphasis is on describing that molecules are broken apart and put back together and that in this process, energy is released.   Assessment does not include details of the chemical reactions for photosynthesis or respiration. MS-LS2-1. Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.  [Clarification Statement:  Emphasis is on cause and effect relationships between resources and growth of individual organisms and the numbers of organisms in ecosystems during periods of abundant and scarce resources. MS-LS2-3. Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.  [Clarification Statement:  Emphasis is on describing the conservation of matter and flow of energy into and out of various ecosystems, and on defining the boundaries of the system.   Assessment does not include the use of chemical reactions to describe the processes. MS-LS2-4. Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.  [Clarification Statement:  Emphasis is on recognizing patterns in data and making warranted inferences about changes in populations, and on evaluating empirical evidence supporting arguments about changes to ecosystems. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53074,16470,Middle School,Matter and Energy in Organisms and Ecosystems,LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-6,LS1,TRUE
ngss-ms-ls1-7,MS-LS1-7,basic_html,"<p>Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.  [Clarification Statement:  Emphasis is on describing that molecules are broken apart and put back together and that in this process, energy is released.] [Assessment Boundary:  Assessment does not include details of the chemical reactions for photosynthesis or respiration.]</p>",14784,53074,16470,Middle School,Matter and Energy in Organisms and Ecosystems,LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-7,LS1,TRUE
ngss-ms-ls2-1,MS-LS2-1,basic_html,<p>Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.  [Clarification Statement:  Emphasis is on cause and effect relationships between resources and growth of individual organisms and the numbers of organisms in ecosystems during periods of abundant and scarce resources.]</p>,14784,53075,16470,Middle School,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",MS-LS2-1,LS2,TRUE
ngss-ms-ls2-3,MS-LS2-3,basic_html,"<p>Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.  [Clarification Statement:  Emphasis is on describing the conservation of matter and flow of energy into and out of various ecosystems, and on defining the boundaries of the system.] [Assessment Boundary:  Assessment does not include the use of chemical reactions to describe the processes.]</p>",14784,53075,16470,Middle School,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",MS-LS2-3,LS2,TRUE
ngss-ms-ls2-4,MS-LS2-4,basic_html,"<p>Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.  [Clarification Statement:  Emphasis is on recognizing patterns in data and making warranted inferences about changes in populations, and on evaluating empirical evidence supporting arguments about changes to ecosystems.]</p>",14784,53075,16470,Middle School,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",MS-LS2-4,LS2,TRUE
ngss-ms-ls2-2,MS-LS2-2,basic_html,"<p>Construct an explanation that predicts patterns of interactions among organisms across multiple ecosystems.</p>
<p><strong>Clarification Statement:</strong> Emphasis is on predicting consistent patterns of interactions in different ecosystems in terms of the relationships among and between organisms and abiotic components of ecosystems. Examples of types of interactions could include competitive, predatory, and mutually beneficial. MS-LS2-5. Evaluate competing design solutions for maintaining biodiversity and ecosystem services.*   Examples of ecosystem services could include water purification, nutrient recycling, and prevention of soil erosion. Examples of design solution constraints could include scientific, economic, and social considerations. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53077,16470,Middle School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",MS-LS2-2,LS2,TRUE
ngss-ms-ls2-5,MS-LS2-5,basic_html,"<p>Evaluate competing design solutions for maintaining biodiversity and ecosystem services.*  [Clarification Statement: Examples of ecosystem services could include water purification, nutrient recycling, and prevention of soil erosion. Examples of design solution constraints could include scientific, economic, and social considerations.]</p>",14784,53077,16470,Middle School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",MS-LS2-5,LS2,TRUE
ngss-ms-ls1-4,MS-LS1-4,basic_html,"<p>Use argument based on empirical evidence and scientific reasoning to support an explanation for how characteristic animal behaviors and specialized plant structures affect the probability of successful reproduction of animals and plants respectively.  [Clarification Statement:  Examples of behaviors that affect the probability of animal reproduction could include nest building to protect young from cold, herding of animals to protect young from predators, and vocalization of animals and colorful plumage to attract mates for breeding. Examples of animal behaviors that affect the probability of plant reproduction could include transferring pollen or seeds, and creating conditions for seed germination and growth. Examples of plant structures could include bright flowers attracting butterflies that transfer pollen, flower nectar and odors that attract insects that transfer pollen, and hard shells on nuts that squirrels bury.]</p>
<p><strong>Assessment Boundary:</strong> Assessment does not include specific changes at the molecular level, mechanisms for protein synthesis, or specific types of mutations. MS-LS3-2. Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.  [Clarification Statement:  Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation. MS-LS4-5. Gather and synthesize information about technologies that have changed the way humans influence the inheritance of desired traits in organisms.  [Clarification Statement:  Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53079,16470,Middle School,"Growth, Development, and Reproduction of Organisms",LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-4,LS1,TRUE
ngss-ms-ls1-5,MS-LS1-5,basic_html,"<p>Construct a scientific explanation based on evidence for how environmental and genetic factors influence the growth of organisms.  [Clarification Statement:  Examples of local environmental conditions could include availability of food, light, space, and water. Examples of genetic factors could include large breed cattle and species of grass affecting growth of organisms. Examples of evidence could include drought decreasing plant growth, fertilizer increasing plant growth, different varieties of plant seeds growing at different rates in different conditions, and fish growing larger in large ponds than they do in small ponds.] [Assessment Boundary:  Assessment does not include genetic mechanisms, gene regulation, or biochemical processes.]</p>
<p><strong>Assessment Boundary:</strong> Assessment does not include specific changes at the molecular level, mechanisms for protein synthesis, or specific types of mutations. MS-LS3-2. Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.  [Clarification Statement:  Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation. MS-LS4-5. Gather and synthesize information about technologies that have changed the way humans influence the inheritance of desired traits in organisms.  [Clarification Statement:  Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53079,16470,Middle School,"Growth, Development, and Reproduction of Organisms",LS1: From Molecules to Organisms: Structures and Processes,MS-LS1-5,LS1,TRUE
ngss-ms-ls3-1,MS-LS3-1,basic_html,"<p>Develop and use a model to describe why structural changes to genes (mutations) located on chromosomes may affect proteins and may result in harmful, beneficial, or neutral effects to the structure and function of the organism.  [Clarification Statement:  Emphasis is on conceptual understanding that changes in genetic material may result in making different proteins.]</p>
<p><strong>Assessment Boundary:</strong> Assessment does not include specific changes at the molecular level, mechanisms for protein synthesis, or specific types of mutations. MS-LS3-2. Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.  [Clarification Statement:  Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation. MS-LS4-5. Gather and synthesize information about technologies that have changed the way humans influence the inheritance of desired traits in organisms.  [Clarification Statement:  Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53080,16470,Middle School,"Growth, Development, and Reproduction of Organisms",LS3: Heredity: Inheritance and Variation of Traits,MS-LS3-1,LS3,TRUE
ngss-ms-ls3-2,MS-LS3-2,basic_html,"<p>Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.  [Clarification Statement:  Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation.]</p>",14784,53080,16470,Middle School,"Growth, Development, and Reproduction of Organisms",LS3: Heredity: Inheritance and Variation of Traits,MS-LS3-2,LS3,TRUE
ngss-ms-ls4-5,MS-LS4-5,basic_html,"<p>Gather and synthesize information about technologies that have changed the way humans influence the inheritance of desired traits in organisms.  [Clarification Statement:  Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries.]</p>",14784,53081,16470,Middle School,"Growth, Development, and Reproduction of Organisms",LS4: Biological Evolution: Unity and Diversity,MS-LS4-5,LS4,TRUE
ngss-ms-ls4-1,MS-LS4-1,basic_html,"<p>Analyze and interpret data for patterns in the fossil record that document the existence, diversity, extinction, and change of life forms throughout the history of life on Earth under the assumption that natural laws operate today as in the past.  [Clarification Statement:  Emphasis is on finding patterns of changes in the level of complexity of anatomical structures in organisms and the chronological order of fossil appearance in the rock layers.] [Assessment Boundary:  Assessment does not include the names of individual species or geological eras in the fossil record.]</p>",14784,53083,16470,Middle School,Natural Selection and Adaptations,LS4: Biological Evolution: Unity and Diversity,MS-LS4-1,LS4,TRUE
ngss-ms-ls4-2,MS-LS4-2,basic_html,<p>Apply scientific ideas to construct an explanation for the anatomical similarities and differences among modern organisms and between modern and fossil organisms to infer evolutionary relationships.  [Clarification Statement:  Emphasis is on explanations of the evolutionary relationships among organisms in terms of similarity or differences of the gross appearance of anatomical structures.]</p>,14784,53083,16470,Middle School,Natural Selection and Adaptations,LS4: Biological Evolution: Unity and Diversity,MS-LS4-2,LS4,TRUE
ngss-ms-ls4-3,MS-LS4-3,basic_html,<p>Analyze displays of pictorial data to compare patterns of similarities in the embryological development across multiple species to identify relationships not evident in the fully formed anatomy.  [Clarification Statement: Emphasis is on inferring general patterns of relatedness among embryos of different organisms by comparing the macroscopic appearance of diagrams or pictures.] [Assessment Boundary:  Assessment of comparisons is limited to gross appearance of anatomical structures in embryological development.]</p>,14784,53083,16470,Middle School,Natural Selection and Adaptations,LS4: Biological Evolution: Unity and Diversity,MS-LS4-3,LS4,TRUE
ngss-ms-ls4-4,MS-LS4-4,basic_html,<p>Construct an explanation based on evidence that describes how genetic variations of traits in a population increase some individuals’ probability of surviving and reproducing in a specific environment.  [Clarification Statement:  Emphasis is on using simple probability statements and proportional reasoning to construct explanations</p>,14784,53083,16470,Middle School,Natural Selection and Adaptations,LS4: Biological Evolution: Unity and Diversity,MS-LS4-4,LS4,TRUE
ngss-ms-ls4-6,MS-LS4-6,basic_html,"<p>Use mathematical representations to support explanations of how natural selection may lead to increases and decreases of specific traits in populations over time.  [Clarification Statement:  Emphasis is on using mathematical models, probability statements, and proportional reasoning to support explanations of trends in changes to populations over time.] [Assessment Boundary: Assessment does not include Hardy Weinberg calculations.]</p>",14784,53083,16470,Middle School,Natural Selection and Adaptations,LS4: Biological Evolution: Unity and Diversity,MS-LS4-6,LS4,TRUE
ngss-hs-ps2-1,HS-PS2-1,basic_html,"<p>Analyze data to support the claim that Newton’s second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration.  [Clarification Statement:  Examples of data could include tables or graphs of position or velocity as a function of time for objects subject to a net unbalanced force, such as a falling object, an object sliding down a ramp, or a moving object being pulled by a constant force.] [Assessment Boundary:  Assessment is limited to one-dimensional motion and to macroscopic objects moving at non-relativistic speeds.]</p>
<p><strong>Assessment Boundary:</strong> Assessment is limited to qualitative evaluations and/or algebraic manipulations. HS-PS2-4. Use mathematical representations of Newton’s Law of Gravitation and Coulomb’s Law to describe and predict the gravitational and electrostatic forces between objects.  [Clarification Statement:  Emphasis is on both quantitative and conceptual descriptions of gravitational and electric fields.   Assessment is limited to systems with two objects. HS-PS2-5. Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.    Assessment is limited to designing and conducting investigations with provided materials and tools. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53086,16470,High School,Forces and Interactions,PS2: Motion and Stability: Forces and Interactions,HS-PS2-1,PS2,TRUE
ngss-hs-ps2-2,HS-PS2-2,basic_html,"<p>Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.  [Clarification Statement:  Emphasis is on the quantitative conservation of momentum in interactions and the qualitative meaning of this principle.] [Assessment Boundary:  Assessment is limited to systems of two macroscopic bodies moving in one dimension.]</p>
<p><strong>Assessment Boundary:</strong> Assessment is limited to qualitative evaluations and/or algebraic manipulations. HS-PS2-4. Use mathematical representations of Newton’s Law of Gravitation and Coulomb’s Law to describe and predict the gravitational and electrostatic forces between objects.  [Clarification Statement:  Emphasis is on both quantitative and conceptual descriptions of gravitational and electric fields.   Assessment is limited to systems with two objects. HS-PS2-5. Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.    Assessment is limited to designing and conducting investigations with provided materials and tools. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53086,16470,High School,Forces and Interactions,PS2: Motion and Stability: Forces and Interactions,HS-PS2-2,PS2,TRUE
ngss-hs-ps2-3,HS-PS2-3,basic_html,"<p>Apply scientific and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.*  [Clarification Statement:  Examples of evaluation and refinement could include determining the success of the device at protecting an object from damage and modifying the design to improve it. Examples of a device could include a football helmet or a parachute.]</p>
<p><strong>Assessment Boundary:</strong> Assessment is limited to qualitative evaluations and/or algebraic manipulations. HS-PS2-4. Use mathematical representations of Newton’s Law of Gravitation and Coulomb’s Law to describe and predict the gravitational and electrostatic forces between objects.  [Clarification Statement:  Emphasis is on both quantitative and conceptual descriptions of gravitational and electric fields.   Assessment is limited to systems with two objects. HS-PS2-5. Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.    Assessment is limited to designing and conducting investigations with provided materials and tools. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53086,16470,High School,Forces and Interactions,PS2: Motion and Stability: Forces and Interactions,HS-PS2-3,PS2,TRUE
ngss-hs-ps2-4,HS-PS2-4,basic_html,<p>Use mathematical representations of Newton’s Law of Gravitation and Coulomb’s Law to describe and predict the gravitational and electrostatic forces between objects.  [Clarification Statement:  Emphasis is on both quantitative and conceptual descriptions of gravitational and electric fields.] [Assessment Boundary:  Assessment is limited to systems with two objects.]</p>,14784,53086,16470,High School,Forces and Interactions,PS2: Motion and Stability: Forces and Interactions,HS-PS2-4,PS2,TRUE
ngss-hs-ps2-5,HS-PS2-5,basic_html,<p>Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.  [Assessment Boundary:  Assessment is limited to designing and conducting investigations with provided materials and tools.]</p>,14784,53086,16470,High School,Forces and Interactions,PS2: Motion and Stability: Forces and Interactions,HS-PS2-5,PS2,TRUE
ngss-hs-ps4-1,HS-PS4-1,basic_html,"<p>Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media.  [Clarification Statement:  Examples of data could include electromagnetic radiation traveling in a vacuum and glass, sound waves traveling through air and water, and seismic waves traveling through the earth.] [Assessment Boundary:  Assessment is limited to algebraic relationships and describing those relationships qualitatively.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on how the experimental evidence supports the claim and how a theory is generally modified in light of new evidence. Examples of a phenomenon could include resonance, interference, diffraction, and photoelectric effect. [Assessment Boundary:  Assessment does not include using quantum theory. HS-PS4-4. Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.    Emphasis is on the idea that photons associated with different frequencies of light have different energies, and the damage to living tissue from electromagnetic radiation depends on the energy of the radiation. Examples of published materials could include trade books, magazines, web resources, videos, and other passages that may reflect bias. [Assessment Boundary:  Assessment is limited to qualitative descriptions. HS-PS4-5. Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy.*    Examples could include solar cells capturing light and converting it to electricity; medical imaging; and communications technology. [Assessment Boundary:  Assessments are limited to qualitative information. Assessments do not include band theory. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53088,16470,High School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,HS-PS4-1,PS4,TRUE
ngss-hs-ps4-2,HS-PS4-2,basic_html,"<p>Evaluate questions about the advantages of using a digital transmission and storage of information.  [Clarification Statement:  Examples of advantages could include that digital information is stable because it can be stored reliably in computer memory, transferred easily, and copied and shared rapidly. Disadvantages could include issues of easy deletion, security, and theft.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on how the experimental evidence supports the claim and how a theory is generally modified in light of new evidence. Examples of a phenomenon could include resonance, interference, diffraction, and photoelectric effect. [Assessment Boundary:  Assessment does not include using quantum theory. HS-PS4-4. Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.    Emphasis is on the idea that photons associated with different frequencies of light have different energies, and the damage to living tissue from electromagnetic radiation depends on the energy of the radiation. Examples of published materials could include trade books, magazines, web resources, videos, and other passages that may reflect bias. [Assessment Boundary:  Assessment is limited to qualitative descriptions. HS-PS4-5. Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy.*    Examples could include solar cells capturing light and converting it to electricity; medical imaging; and communications technology. [Assessment Boundary:  Assessments are limited to qualitative information. Assessments do not include band theory. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53088,16470,High School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,HS-PS4-2,PS4,TRUE
ngss-hs-ps4-3,HS-PS4-3,basic_html,"<p>Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other.</p>
<p><strong>Clarification Statement:</strong> Emphasis is on how the experimental evidence supports the claim and how a theory is generally modified in light of new evidence. Examples of a phenomenon could include resonance, interference, diffraction, and photoelectric effect. [Assessment Boundary:  Assessment does not include using quantum theory. HS-PS4-4. Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.    Emphasis is on the idea that photons associated with different frequencies of light have different energies, and the damage to living tissue from electromagnetic radiation depends on the energy of the radiation. Examples of published materials could include trade books, magazines, web resources, videos, and other passages that may reflect bias. [Assessment Boundary:  Assessment is limited to qualitative descriptions. HS-PS4-5. Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy.*    Examples could include solar cells capturing light and converting it to electricity; medical imaging; and communications technology. [Assessment Boundary:  Assessments are limited to qualitative information. Assessments do not include band theory. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53088,16470,High School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,HS-PS4-3,PS4,TRUE
ngss-hs-ps4-4,HS-PS4-4,basic_html,"<p>Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.  [Clarification Statement:  Emphasis is on the idea that photons associated with different frequencies of light have different energies, and the damage to living tissue from electromagnetic radiation depends on the energy of the radiation. Examples of published materials could include trade books, magazines, web resources, videos, and other passages that may reflect bias.] [Assessment Boundary:  Assessment is limited to qualitative descriptions.]</p>",14784,53088,16470,High School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,HS-PS4-4,PS4,TRUE
ngss-hs-ps4-5,HS-PS4-5,basic_html,<p>Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy.*  [Clarification Statement:  Examples could include solar cells capturing light and converting it to electricity; medical imaging; and communications technology.] [Assessment Boundary:  Assessments are limited to qualitative information. Assessments do not include band theory.]</p>,14784,53088,16470,High School,Waves and Electromagnetic Radiation,PS4: Waves and Their Applications in Technologies for Information Transfer,HS-PS4-5,PS4,TRUE
ngss-hs-ls1-1,HS-LS1-1,basic_html,"<p>Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.  [Assessment Boundary:  Assessment does not include identification of specific cell or tissue types, whole body systems, specific protein structures and functions, or the biochemistry of protein synthesis.]</p>",14784,53090,16470,High School,Structure and Function,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-1,LS1,TRUE
