uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-6-sp-2,CCSS.Math.Content.6.SP.2,basic_html,"<p>Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.</p>",14783,51100,16470,Grade 6,Statistics and Probability,Develop understanding of statistical variability.,6.SP.2,TRUE
mathcc-6-sp-3,CCSS.Math.Content.6.SP.3,basic_html,"<p>Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number. Summarize and describe distributions.</p>",14783,51100,16470,Grade 6,Statistics and Probability,Develop understanding of statistical variability.,6.SP.3,TRUE
mathcc-6-sp-4,CCSS.Math.Content.6.SP.4,basic_html,"<p>Display numerical data in plots on a number line, including dot plots, histograms, and box plots.</p>",14783,51100,16470,Grade 6,Statistics and Probability,Develop understanding of statistical variability.,6.SP.4,TRUE
mathcc-6-sp-5,CCSS.Math.Content.6.SP.5,basic_html,"<p>Summarize numerical data sets in relation to their context, such as by:</p>",14783,51100,16470,Grade 6,Statistics and Probability,Develop understanding of statistical variability.,6.SP.5,TRUE
mathcc-6-sp-2,CCSS.Math.Content.6.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.2,TRUE
mathcc-6-sp-3,CCSS.Math.Content.6.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.3,TRUE
mathcc-6-sp-4,CCSS.Math.Content.6.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.4,TRUE
mathcc-6-sp-5,CCSS.Math.Content.6.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.5,TRUE
mathcc-6-sp-6,CCSS.Math.Content.6.SP.6,basic_html,<p>Attend to precision.</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.6,TRUE
mathcc-6-sp-7,CCSS.Math.Content.6.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.7,TRUE
mathcc-6-sp-8,CCSS.Math.Content.6.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning. Grade 7 Overview</p>,14783,51101,16470,Grade 6,Statistics and Probability,Make sense of problems and persevere in solving them.,6.SP.8,TRUE
mathcc-7-rp-1,CCSS.Math.Content.7.RP.1,basic_html,"<p>Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1/2/1/4 miles per hour, equivalently 2 miles per hour.</p>",14783,51104,16470,Grade 7,Ratios and Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.1,TRUE
mathcc-7-rp-2,CCSS.Math.Content.7.RP.2,basic_html,<p>Recognize and represent proportional relationships between quantities.</p>,14783,51104,16470,Grade 7,Ratios and Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.2,TRUE
mathcc-7-rp-3,CCSS.Math.Content.7.RP.3,basic_html,"<p>Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.</p>",14783,51105,16470,Grade 7,Ratios and Proportional Relationships,"to the points (0, 0) and (1, r) where r is the unit rate.",7.RP.3,TRUE
mathcc-7-ns-1,CCSS.Math.Content.7.NS.1,basic_html,<p>Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.</p>,14783,51107,16470,Grade 7,The Number System,"fractions to add, subtract, multiply, and divide rational numbers.",7.NS.1,TRUE
mathcc-7-ns-2,CCSS.Math.Content.7.NS.2,basic_html,<p>Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.</p>,14783,51108,16470,Grade 7,The Number System,d. Apply properties of operations as strategies to add and subtract rational numbers.,7.NS.2,TRUE
mathcc-7-ns-3,CCSS.Math.Content.7.NS.3,basic_html,<p>Solve real-world and mathematical problems involving the four operations with rational numbers.1</p>,14783,51109,16470,Grade 7,The Number System,that the decimal form of a rational number terminates in 0s or eventually repeats.,7.NS.3,TRUE
mathcc-7-ee-1,CCSS.Math.Content.7.EE.1,basic_html,"<p>Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.</p>",14783,51111,16470,Grade 7,Expressions and Equations,Use properties of operations to generate equivalent expressions.,7.EE.1,TRUE
mathcc-7-ee-2,CCSS.Math.Content.7.EE.2,basic_html,"<p>Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” Solve real-life and mathematical problems using numerical and algebraic expressions and equations.</p>",14783,51111,16470,Grade 7,Expressions and Equations,Use properties of operations to generate equivalent expressions.,7.EE.2,TRUE
mathcc-7-ee-3,CCSS.Math.Content.7.EE.3,basic_html,"<p>Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.</p>",14783,51111,16470,Grade 7,Expressions and Equations,Use properties of operations to generate equivalent expressions.,7.EE.3,TRUE
mathcc-7-ee-4,CCSS.Math.Content.7.EE.4,basic_html,"<p>Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.</p>",14783,51111,16470,Grade 7,Expressions and Equations,Use properties of operations to generate equivalent expressions.,7.EE.4,TRUE
mathcc-7-g-1,CCSS.Math.Content.7.G.1,basic_html,"<p>Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale. 1Computations with rational numbers extend the rules for manipulating fractions to complex fractions.</p>",14783,51113,16470,Grade 7,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.1,TRUE
mathcc-7-g-2,CCSS.Math.Content.7.G.2,basic_html,"<p>Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.</p>",14783,51113,16470,Grade 7,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.2,TRUE
mathcc-7-g-3,CCSS.Math.Content.7.G.3,basic_html,"<p>Describe the two-dimensional figures that result from slicing three dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids. Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.</p>",14783,51113,16470,Grade 7,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.3,TRUE
mathcc-7-g-4,CCSS.Math.Content.7.G.4,basic_html,<p>Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.</p>,14783,51113,16470,Grade 7,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.4,TRUE
mathcc-7-g-5,CCSS.Math.Content.7.G.5,basic_html,"<p>Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.</p>",14783,51113,16470,Grade 7,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.5,TRUE
mathcc-7-g-6,CCSS.Math.Content.7.G.6,basic_html,"<p>Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.</p>",14783,51113,16470,Grade 7,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.6,TRUE
mathcc-7-sp-1,CCSS.Math.Content.7.SP.1,basic_html,<p>Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.</p>,14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.1,TRUE
mathcc-7-sp-2,CCSS.Math.Content.7.SP.2,basic_html,"<p>Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be. Draw informal comparative inferences about two populations.</p>",14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.2,TRUE
mathcc-7-sp-3,CCSS.Math.Content.7.SP.3,basic_html,"<p>Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.</p>",14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.3,TRUE
mathcc-7-sp-4,CCSS.Math.Content.7.SP.4,basic_html,"<p>Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book. Investigate chance processes and develop, use, and evaluate probability models.</p>",14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.4,TRUE
mathcc-7-sp-5,CCSS.Math.Content.7.SP.5,basic_html,"<p>Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.</p>",14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.5,TRUE
mathcc-7-sp-6,CCSS.Math.Content.7.SP.6,basic_html,"<p>Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.</p>",14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.6,TRUE
mathcc-7-sp-7,CCSS.Math.Content.7.SP.7,basic_html,"<p>Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.</p>",14783,51115,16470,Grade 7,Statistics and Probability,Use random sampling to draw inferences about a population.,7.SP.7,TRUE
mathcc-7-sp-8,CCSS.Math.Content.7.SP.8,basic_html,"<p>Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.</p>",14783,51116,16470,Grade 7,Statistics and Probability,down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequ,7.SP.8,TRUE
mathcc-7-sp-2,CCSS.Math.Content.7.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.2,TRUE
mathcc-7-sp-3,CCSS.Math.Content.7.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.3,TRUE
mathcc-7-sp-4,CCSS.Math.Content.7.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.4,TRUE
mathcc-7-sp-5,CCSS.Math.Content.7.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.5,TRUE
mathcc-7-sp-6,CCSS.Math.Content.7.SP.6,basic_html,<p>Attend to precision.</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.6,TRUE
mathcc-7-sp-7,CCSS.Math.Content.7.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.7,TRUE
mathcc-7-sp-8,CCSS.Math.Content.7.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning. Grade 8 Overview</p>,14783,51117,16470,Grade 7,Statistics and Probability,Make sense of problems and persevere in solving them.,7.SP.8,TRUE
mathcc-8-ns-1,CCSS.Math.Content.8.NS.1,basic_html,"<p>Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.</p>",14783,51120,16470,Grade 8,The Number System,"Know that there are numbers that are not rational, and approximate them by rational numbers.",8.NS.1,TRUE
mathcc-8-ns-2,CCSS.Math.Content.8.NS.2,basic_html,"<p>Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., π2). For example, by truncating the decimal expansion of √2, show that √2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations.</p>",14783,51120,16470,Grade 8,The Number System,"Know that there are numbers that are not rational, and approximate them by rational numbers.",8.NS.2,TRUE
mathcc-8-ee-1,CCSS.Math.Content.8.EE.1,basic_html,"<p>Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32 × 3–5 = 3–3 = 1/33 = 1/27.</p>",14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.1,TRUE
mathcc-8-ee-2,CCSS.Math.Content.8.EE.2,basic_html,"<p>Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that √2 is irrational.</p>",14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.2,TRUE
mathcc-8-ee-3,CCSS.Math.Content.8.EE.3,basic_html,"<p>Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 × 108 and the population of the world as 7 × 109, and determine that the world population is more than 20 times larger.</p>",14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.3,TRUE
mathcc-8-ee-4,CCSS.Math.Content.8.EE.4,basic_html,"<p>Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology. Understand the connections between proportional relationships, lines, and linear equations.</p>",14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.4,TRUE
mathcc-8-ee-5,CCSS.Math.Content.8.EE.5,basic_html,"<p>Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed.</p>",14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.5,TRUE
mathcc-8-ee-6,CCSS.Math.Content.8.EE.6,basic_html,<p>Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b. Analyze and solve linear equations and pairs of simultaneous linear equations.</p>,14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.6,TRUE
mathcc-8-ee-7,CCSS.Math.Content.8.EE.7,basic_html,<p>Solve linear equations in one variable.</p>,14783,51122,16470,Grade 8,Expressions and Equations,Work with radicals and integer exponents.,8.EE.7,TRUE
mathcc-8-ee-8,CCSS.Math.Content.8.EE.8,basic_html,<p>Analyze and solve pairs of simultaneous linear equations.</p>,14783,51123,16470,Grade 8,Expressions and Equations,the distributive property and collecting like terms.,8.EE.8,TRUE
mathcc-8-f-1,CCSS.Math.Content.8.F.1,basic_html,<p>Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.1</p>,14783,51125,16470,Grade 8,Functions,"Define, evaluate, and compare functions.",8.F.1,TRUE
mathcc-8-f-2,CCSS.Math.Content.8.F.2,basic_html,"<p>Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change.</p>",14783,51125,16470,Grade 8,Functions,"Define, evaluate, and compare functions.",8.F.2,TRUE
mathcc-8-f-3,CCSS.Math.Content.8.F.3,basic_html,"<p>Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line. Use functions to model relationships between quantities.</p>",14783,51125,16470,Grade 8,Functions,"Define, evaluate, and compare functions.",8.F.3,TRUE
mathcc-8-f-4,CCSS.Math.Content.8.F.4,basic_html,"<p>Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.</p>",14783,51125,16470,Grade 8,Functions,"Define, evaluate, and compare functions.",8.F.4,TRUE
mathcc-8-f-5,CCSS.Math.Content.8.F.5,basic_html,"<p>Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.</p>",14783,51125,16470,Grade 8,Functions,"Define, evaluate, and compare functions.",8.F.5,TRUE
mathcc-8-g-1,CCSS.Math.Content.8.G.1,basic_html,"<p>Verify experimentally the properties of rotations, reflections, and translations:</p>",14783,51127,16470,Grade 8,Geometry,"Understand congruence and similarity using physical models, trans parencies, or geometry software.",8.G.1,TRUE
mathcc-8-g-2,CCSS.Math.Content.8.G.2,basic_html,"<p>Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them. 1Function notation is not required in Grade 8.</p>",14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.2,TRUE
mathcc-8-g-3,CCSS.Math.Content.8.G.3,basic_html,"<p>Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.</p>",14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.3,TRUE
mathcc-8-g-4,CCSS.Math.Content.8.G.4,basic_html,"<p>Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two dimensional figures, describe a sequence that exhibits the similarity between them.</p>",14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.4,TRUE
mathcc-8-g-5,CCSS.Math.Content.8.G.5,basic_html,"<p>Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so. Understand and apply the Pythagorean Theorem.</p>",14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.5,TRUE
mathcc-8-g-6,CCSS.Math.Content.8.G.6,basic_html,<p>Explain a proof of the Pythagorean Theorem and its converse.</p>,14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.6,TRUE
mathcc-8-g-7,CCSS.Math.Content.8.G.7,basic_html,<p>Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.</p>,14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.7,TRUE
mathcc-8-g-8,CCSS.Math.Content.8.G.8,basic_html,"<p>Apply the Pythagorean Theorem to find the distance between two points in a coordinate system. Solve real-world and mathematical problems involving volume of cylinders, cones, and spheres.</p>",14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.8,TRUE
mathcc-8-g-9,CCSS.Math.Content.8.G.9,basic_html,"<p>Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.</p>",14783,51128,16470,Grade 8,Geometry,c. Parallel lines are taken to parallel lines.,8.G.9,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,"<p>Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.</p>",14783,51130,16470,Grade 8,Statistics and Probability,Investigate patterns of association in bivariate data.,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.</p>",14783,51130,16470,Grade 8,Statistics and Probability,Investigate patterns of association in bivariate data.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height.</p>",14783,51130,16470,Grade 8,Statistics and Probability,Investigate patterns of association in bivariate data.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?</p>",14783,51130,16470,Grade 8,Statistics and Probability,Investigate patterns of association in bivariate data.,8.SP.4,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,<p>Make sense of problems and persevere in solving them.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Attend to precision.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.8,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,<p>Make sense of problems and persevere in solving them.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Attend to precision.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.8,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,<p>Make sense of problems and persevere in solving them.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Attend to precision.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.8,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,<p>Make sense of problems and persevere in solving them.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.2,TRUE
